c1,c2,c3,mu_c,alpha,beta,sigma_c,sigma,s_m_n1,s_m_n2,s_m_n3
0.497238,2.72918,0.752123,3.51849,0.308534,0.995267,1.99566,0.612624,0.918275,0.285186,20.9006
0.491292,3.4217,0.561623,2.85229,0.286063,0.990786,1.96917,0.647039,0.898724,0.515681,25.4704
0.554733,2.91573,0.595266,3.04145,0.291164,0.983393,1.95563,0.603774,1.21601,0.493171,4.74467
0.60637,3.48347,0.752786,3.37896,0.287869,0.978259,2.56039,0.605636,1.26111,0.936972,4.93382
0.188924,1.79415,0.822171,2.09448,0.30994,0.995346,2.42995,0.616113,0.752152,0.340019,16.2843
0.392714,2.25531,0.695758,3.3216,0.284189,0.98123,2.25465,0.59809,1.20009,0.615875,14.7661
0.537504,3.19393,0.508353,3.11768,0.289978,0.984029,2.08013,0.598687,0.776129,0.455794,23.9661
0.611989,3.83328,0.99182,2.81578,0.291472,0.979106,2.362,0.627254,0.980091,0.542989,11.6275
0.61974,2.46538,0.556185,2.56348,0.306906,0.996979,3.45006,0.615142,0.727116,0.299057,15.9971
0.56157,2.21817,0.72987,2.85331,0.305035,0.996543,3.73774,0.608045,0.974615,0.232203,36.8785
0.285511,1.92996,0.848915,4.16428,0.287662,0.977837,2.45261,0.625359,1.05244,0.684843,2.69348
0.184034,2.51706,1.16153,2.95776,0.299152,0.998226,2.0686,0.594977,1.04881,0.575066,10.9138
0.328022,2.57408,0.291699,3.17803,0.292897,0.993615,2.31876,0.620462,1.26957,0.998874,3.74922
0.33026,1.37211,1.2637,3.1691,0.292375,0.978987,1.9695,0.614361,0.983924,0.539996,10.3116
0.59769,2.6609,0.0724542,2.72834,0.304991,0.992734,2.52493,0.623039,1.18538,0.761855,21.6326
0.491185,3.71567,0.887206,2.84993,0.291622,0.994063,1.87311,0.616729,0.767973,0.358495,8.99449
0.38988,2.32982,1.00953,3.91009,0.298335,0.98839,1.92517,0.626439,1.08687,0.931633,5.03599
0.487895,1.49029,0.775482,2.10486,0.295271,0.987871,2.76651,0.615404,1.30738,0.978463,27.8782
0.859853,3.55607,0.947217,2.54596,0.301573,0.985255,1.74563,0.622199,0.709678,0.158347,2.62075
0.801263,3.46484,0.968552,3.53806,0.305862,0.989311,2.02136,0.63278,0.641924,0.114695,6.9011
0.869985,3.55952,0.918084,3.06112,0.299284,0.992337,2.13826,0.629885,0.824176,0.297354,6.30354
0.465581,3.19404,1.1885,3.40024,0.305621,0.990247,2.76302,0.617307,1.19841,0.4372,26.4457
0.432848,3.0111,1.13171,2.72729,0.298911,0.992601,2.10058,0.615619,0.898386,0.15153,6.57066
0.412182,2.28741,1.15325,3.31218,0.286098,0.987161,2.51061,0.632891,0.989115,0.453208,23.4216
0.558413,2.49107,1.21742,2.9211,0.298913,0.988952,2.04607,0.607591,0.994344,0.0645966,9.39484
0.67256,3.93921,0.561162,2.85451,0.290063,0.988064,2.27616,0.621024,0.969503,0.47685,11.5008
0.607057,3.61596,0.638645,2.99161,0.282979,0.991272,2.23363,0.622786,1.007,0.622592,18.2501
0.544815,2.39031,0.651146,3.34453,0.299035,0.995395,2.31795,0.613349,1.15086,0.859119,9.53828
0.674801,2.57885,0.847372,2.98659,0.292511,0.97702,2.43189,0.593984,0.686028,0.222623,8.99661
0.600397,2.4916,0.917673,4.30399,0.299986,0.985521,2.46966,0.601607,1.01773,0.610296,29.4116
0.709664,3.74657,0.260548,2.60923,0.291518,0.98633,1.76704,0.629231,0.757918,0.353678,5.82345
0.555602,3.61106,0.510797,3.57249,0.292953,0.989741,2.39718,0.602252,0.913008,0.228086,18.1915
0.735187,3.13777,0.351682,3.1267,0.291437,0.983534,1.58581,0.62876,1.11194,0.793702,2.92023
0.915726,3.49225,0.796538,3.59608,0.289555,0.985271,2.2631,0.600979,0.890463,0.251871,3.38873
1.00759,3.67149,0.710743,3.04677,0.295751,0.993073,2.09853,0.610804,1.13943,0.476071,4.60409
0.730207,5.99197,0.327906,2.80673,0.301579,0.975056,2.09475,0.618288,1.4865,0.972355,8.51002
0.210761,3.37133,1.02678,3.18075,0.301858,0.991358,2.51159,0.615493,0.947766,0.471153,23.2284
0.362136,3.33029,0.566535,3.00128,0.279619,0.981818,1.83974,0.608718,1.08539,0.703893,9.1157
0.170951,2.31187,1.15387,2.65345,0.286018,0.990658,2.11844,0.620203,0.994495,0.388863,19.8731
0.407286,2.75288,0.131595,2.6563,0.304824,0.990745,1.69592,0.618739,1.27478,0.807931,3.95084
0.356846,1.42375,1.44882,3.85045,0.281886,0.992406,2.6966,0.607105,0.95067,0.417647,9.90813
0.434711,3.48317,0.471723,2.69906,0.303631,0.985192,1.8101,0.61897,1.11513,0.655019,20.477
0.455891,2.52981,0.811353,2.61676,0.285847,0.997506,2.70549,0.627151,0.850067,0.613473,10.86
0.388753,2.49951,1.14133,2.63333,0.298489,0.988679,1.86677,0.606426,0.886184,0.346289,20.3166
0.403582,1.83049,0.95643,3.48977,0.303078,0.991169,2.10324,0.622788,1.00222,0.331282,11.5394
-0.0132571,0.570698,1.35929,3.17191,0.289292,0.987479,1.97533,0.617222,0.940519,0.563989,8.92662
0.665371,3.90466,0.6867,3.09727,0.293595,0.989168,1.92942,0.605091,0.873,0.503511,15.6345
0.314365,2.72037,1.39122,2.88694,0.296012,0.979286,2.2783,0.628586,0.963659,0.531659,12.0482
1.01337,4.00624,0.197209,1.95682,0.298248,0.985726,2.28982,0.603111,0.949894,0.421092,2.90944
0.366493,2.41903,0.789515,4.48329,0.29321,0.989229,2.41243,0.626707,0.951636,0.621676,1.81016
0.464224,2.31063,0.605914,3.31072,0.288972,0.992202,2.21193,0.636068,0.995643,0.745167,7.1335
0.712329,3.36117,0.672989,2.80169,0.287376,0.993832,2.66831,0.600036,0.820693,0.360357,11.7292
0.920281,4.2848,0.157587,3.70354,0.301612,0.983752,2.11078,0.616642,0.994444,0.515712,18.3317
0.617067,3.63367,0.732854,2.65492,0.28026,0.991544,1.76269,0.606958,1.20832,0.894192,2.83712
0.469737,2.69588,0.818752,3.86461,0.300768,0.99672,1.85397,0.617569,0.777485,0.277135,9.82365
0.789859,3.47329,0.0843594,2.92639,0.290701,0.970486,2.91642,0.621832,0.970533,0.501503,8.53782
0.750893,3.73871,0.258676,2.76293,0.292255,0.989249,2.66197,0.618413,0.98147,0.38089,13.178
0.502889,3.22708,0.890946,2.2063,0.30184,0.992925,1.93681,0.616422,1.48691,0.833501,15.5217
0.485418,4.06504,0.988285,1.81413,0.291564,0.98675,2.0499,0.601684,0.918912,0.696131,21.2939
0.315733,2.45626,1.14132,2.91759,0.294604,0.995908,2.729,0.617743,0.936396,0.589976,12.5346
0.443365,2.46714,0.916194,2.89255,0.298302,0.990479,1.65571,0.613449,0.882079,0.141783,10.3438
0.607463,2.77195,0.820191,2.16636,0.299241,0.992642,2.8115,0.620792,0.677908,0.221414,6.30844
0.656335,2.86927,1.34428,3.6996,0.292679,0.990785,2.05549,0.602668,1.29745,0.95957,5.74366
0.433699,1.84562,1.06101,2.76715,0.290447,0.977122,2.22602,0.626626,1.26558,0.680313,13.4609
0.212422,1.40376,1.92276,3.35011,0.30071,0.997198,1.94878,0.600403,1.41284,0.380032,4.92323
0.61437,2.86471,-0.0801881,4.02245,0.289464,0.99279,2.03669,0.604413,1.32715,0.929504,9.88871
0.0263341,2.99524,1.67702,1.6656,0.30173,0.996537,2.51749,0.625063,0.827433,0.147462,12.977
0.25503,2.73522,1.43305,3.6394,0.29185,0.983714,2.29701,0.598223,1.4885,1.003,8.37592
0.300461,2.15585,1.00838,2.87412,0.293392,0.990377,2.09363,0.632971,1.02506,0.742061,23.6195
0.472521,2.93713,0.824899,2.33057,0.297257,0.993914,1.82336,0.614159,0.94131,0.571113,28.383
0.377931,3.21767,1.0135,2.3407,0.306927,0.994589,1.80046,0.607499,1.03852,0.571037,16.7336
0.339322,3.36452,0.766818,3.26715,0.289921,0.998349,2.5939,0.635207,0.894717,0.432827,7.44473
0.486653,1.76946,0.42744,1.13142,0.300794,0.993009,2.78348,0.607118,1.42736,1.36943,3.83256
0.710167,1.59321,0.398511,3.07107,0.295851,0.989174,2.84122,0.631405,1.08807,0.79689,3.35486
1.29524,3.24228,-0.470545,3.32649,0.299471,0.992495,1.75568,0.609342,0.89074,0.385003,15.7447
0.419132,2.61281,1.19447,2.97267,0.288782,0.977111,2.31975,0.624379,1.45751,0.610837,20.7157
1.07558,3.53145,-0.615008,2.0186,0.296708,0.998441,1.8974,0.607996,0.716279,0.206791,16.1334
0.517331,2.94683,0.492943,4.97063,0.291975,0.96753,3.23374,0.617423,0.992156,0.639361,8.53325
0.582985,2.53671,0.512629,2.91251,0.301679,0.997181,3.02531,0.619974,1.15009,0.779607,2.92464
0.621972,2.29502,0.36714,2.69041,0.290557,0.995874,2.9673,0.61063,1.13565,1.03496,4.69784
0.159383,1.27517,1.30653,3.15944,0.298793,0.996414,2.09044,0.627723,0.919729,0.413555,9.39626
0.0558746,1.72932,1.13659,2.62689,0.274597,0.987007,2.44327,0.611469,1.14398,0.744881,16.0513
0.948271,4.67878,0.0679123,3.20205,0.313231,0.997527,2.16681,0.613995,1.18105,0.318202,20.0243
0.997055,4.74769,0.0478934,3.10992,0.31342,0.997485,2.22163,0.612239,1.13792,0.328073,18.0124
0.994938,3.69507,0.645624,3.27668,0.287361,0.989958,2.41764,0.623648,0.766012,0.152784,11.8614
1.1476,3.56152,-0.157936,3.15475,0.301455,0.990484,2.285,0.607946,0.913451,0.538829,7.16613
0.0660731,1.92271,1.17905,2.6349,0.291169,0.988578,2.09587,0.618067,0.777157,0.0401265,5.01694
0.167554,2.26076,0.945845,3.11693,0.286828,0.986054,1.87651,0.612284,0.816515,0.0531204,2.72962
0.41869,2.98749,0.900084,2.304,0.29813,0.993917,2.7755,0.607562,1.57934,0.949889,11.0225
0.197952,0.916303,1.02427,1.74168,0.301442,0.993194,2.38139,0.611891,1.1599,0.30143,15.8269
0.2509,1.08102,1.15637,3.72786,0.291312,0.982401,2.07358,0.612298,0.969938,0.820637,5.60986
0.175953,0.366775,1.28673,2.75232,0.288954,0.984801,2.33853,0.617348,1.65519,0.867346,12.7119
0.217785,0.718523,1.1986,2.96974,0.286577,0.991061,2.43532,0.615177,1.39477,0.464271,9.93543
0.00760555,0.379629,1.30147,3.16012,0.273859,0.958097,1.74004,0.632771,1.16225,0.529571,24.5264
0.0145451,1.78091,0.784476,3.50211,0.305785,0.996454,2.3002,0.602245,1.28987,0.954245,6.39836
0.143899,1.6822,1.62644,3.77975,0.286878,0.971604,2.74221,0.639823,0.942098,0.335899,23.4083
0.427379,2.32991,0.975041,2.24878,0.31072,0.998839,2.06337,0.606036,0.913494,0.611779,11.9246
0.576894,3.07088,0.364252,3.36134,0.289599,0.990714,2.41498,0.615711,1.09059,0.512129,14.6645
0.656124,3.44445,0.635307,2.92489,0.302565,0.993474,2.16501,0.63445,0.844643,0.440741,13.0318
0.502759,1.75604,0.976896,2.65073,0.296577,0.989656,2.3365,0.606816,1.22551,0.771658,6.58122
0.423731,0.848327,0.967525,3.42497,0.306243,0.98535,2.1404,0.615955,1.05314,0.762566,4.79846
0.424118,1.07015,0.669149,2.75734,0.289545,0.997958,1.94424,0.620359,1.63001,1.15852,11.4929
0.431242,1.52498,0.749125,2.90557,0.292724,0.996017,2.37619,0.61129,1.25838,1.16095,3.67891
0.270403,2.4539,0.977305,4.12633,0.29943,0.986056,2.4375,0.604908,0.977802,0.692422,4.44587
0.239453,2.93305,1.49988,3.14441,0.301272,0.985749,1.88865,0.613942,0.957115,0.453512,3.66392
0.41497,3.37603,0.335047,3.77336,0.302279,0.98653,2.65007,0.618277,0.944613,0.453231,27.6552
0.424706,2.55198,1.72605,2.5713,0.30852,0.990674,1.72759,0.616039,1.10707,0.42961,5.9319
0.646301,2.73644,0.350803,3.2887,0.285255,0.976833,2.82443,0.618831,0.945913,0.632795,18.4752
0.507381,3.19081,1.14103,3.51181,0.302037,0.990134,2.33509,0.615024,1.08119,0.591176,11.9755
0.851824,4.15756,-0.0014697,3.03919,0.284718,0.991453,2.19687,0.611061,0.802848,0.561441,21.1374
0.859625,3.763,0.428073,3.74511,0.293923,0.991309,2.03867,0.618057,0.913628,0.476785,13.4155
0.367906,2.4166,0.616537,2.55423,0.301221,0.983628,2.21745,0.6097,1.22723,0.991448,7.92176
0.508373,2.55164,0.914253,3.50405,0.290647,0.992065,1.54883,0.610842,1.08802,0.600234,8.23905
0.40782,2.68034,1.55324,3.13596,0.300432,0.992199,2.11244,0.619244,0.6853,0.200374,19.3032
0.803218,3.51133,-0.438721,2.94877,0.289589,0.985814,1.94924,0.623228,1.44399,1.06549,17.1025
0.607819,2.68788,1.3661,2.9631,0.297934,0.98313,1.74855,0.613996,0.80968,0.279007,33.5581
0.714901,3.34552,1.32187,2.65364,0.298241,0.98658,2.43985,0.612059,0.902403,0.136385,8.24768
1.06573,3.62875,0.272533,3.70504,0.289503,0.987555,1.81843,0.595492,0.796606,0.0567773,9.77303
1.27207,4.41389,0.118165,3.63439,0.297779,0.991122,2.11857,0.600885,0.833157,0.0760987,3.18652
0.397438,1.52963,1.52643,3.16478,0.29831,0.988148,2.29248,0.632032,0.929391,0.30036,8.93928
0.556865,2.05901,0.632466,3.0571,0.299934,0.992718,1.96791,0.608683,1.11253,0.747809,24.2175
0.657175,2.7402,1.3879,3.32373,0.286293,0.993461,2.11508,0.62875,1.0813,0.380901,13.5594
1.21707,4.81593,0.0270983,2.60371,0.298441,0.984995,2.14407,0.601095,0.815367,0.373327,16.2626
0.804271,3.897,0.601161,3.2635,0.292446,0.99503,2.4244,0.618883,1.00963,0.607304,13.7911
0.34423,3.42158,0.635166,2.69685,0.282494,0.978011,2.05784,0.620083,1.20615,0.947099,12.5309
0.298803,3.01862,1.19339,2.50666,0.29868,0.992758,1.98395,0.619658,1.35965,1.12903,4.09698
0.534615,3.65522,0.207689,2.11413,0.286263,0.975797,2.70509,0.608243,0.676426,0.172372,12.7729
0.249672,2.77392,0.958035,2.81922,0.295244,0.98691,1.64218,0.610913,1.35048,1.28441,5.93551
0.564424,4.52583,0.37125,3.17869,0.286492,0.992384,3.60507,0.626541,1.14463,0.828488,6.00514
0.445376,4.39772,0.705432,2.37988,0.313337,0.993953,2.92085,0.613567,1.7984,1.13484,5.33695
0.324504,2.83117,1.22672,4.43237,0.283242,0.991402,2.17501,0.618313,0.654798,0.0784356,8.68436
0.628766,3.73009,0.445119,2.22338,0.280575,0.983227,2.14999,0.61636,0.834463,0.612883,23.8074
0.62269,3.0125,0.883349,3.53959,0.302224,0.992526,1.53144,0.624594,1.22925,0.806682,10.5082
0.471368,2.0746,1.02248,2.12302,0.271688,0.985094,2.15361,0.617202,0.921287,0.464137,2.02644
0.443117,2.37641,0.716858,3.35711,0.316216,0.992883,3.21632,0.611878,0.706007,0.541575,2.82996
0.448987,2.56859,0.823287,2.71226,0.284853,0.982806,1.6528,0.607351,1.08159,0.379638,18.6479
0.496311,2.00909,0.434831,3.14886,0.309375,0.995265,2.51587,0.609594,1.77001,1.35298,16.3228
0.354788,2.16588,0.802852,3.29908,0.298384,0.987882,1.80742,0.627108,0.559324,0.15287,14.714
0.669511,3.13165,0.833202,2.4699,0.301514,0.993064,2.67015,0.618099,1.74062,1.28008,6.70368
0.646599,2.18813,0.685778,2.15752,0.304818,0.992858,1.98984,0.624065,0.748567,0.46877,3.12209
0.182723,1.60069,0.992614,3.6675,0.274924,0.987952,1.98693,0.599453,1.46559,0.988745,29.5411
0.264049,1.44446,0.741007,2.57493,0.281594,0.988425,1.88252,0.624138,1.48122,0.505413,10.6858
0.51464,2.75589,0.411463,2.14366,0.27588,0.995289,2.10791,0.603333,0.892421,0.626311,22.2943
0.00166164,0.546671,1.22529,3.53607,0.285479,0.977554,2.08643,0.617014,0.953522,0.31648,9.23058
0.247045,1.64781,0.428229,3.22046,0.290067,0.980841,1.80646,0.610561,0.874193,0.376793,25.071
0.305794,0.745356,1.15955,2.60956,0.29033,0.991701,1.94469,0.617714,1.2837,1.15748,3.26092
0.63963,3.30059,0.674036,2.76011,0.298124,0.990876,2.32623,0.617245,0.716235,0.29407,2.3767
0.498854,2.83614,0.987962,2.47629,0.289483,0.987986,2.94034,0.635721,0.924213,0.513356,3.10422
0.401561,2.54539,1.45108,1.99667,0.293918,0.993907,2.46768,0.598668,1.03372,0.450226,16.6248
0.811082,2.24325,0.577167,3.7623,0.292378,0.993102,2.13012,0.619499,1.03078,0.483216,14.9253
0.488483,2.72654,0.522357,2.98202,0.295848,0.997364,1.95769,0.621918,1.54464,1.10069,11.59
0.501464,2.73685,0.40661,2.86965,0.29959,0.998302,2.09811,0.62526,1.232,0.722547,18.9086
0.628283,3.07347,0.896487,2.64239,0.288667,0.989857,2.49338,0.626506,0.633918,0.181707,29.8765
0.862399,3.71448,0.198563,2.9226,0.291479,0.990289,1.89207,0.619392,1.35606,1.20027,8.21123
0.667368,3.48796,0.246734,3.22567,0.298524,0.993822,2.56002,0.606109,0.673699,0.316836,22.572
0.518048,3.71615,0.758071,2.2659,0.303283,0.982969,2.84813,0.611043,1.05645,0.726064,12.9091
0.311022,2.91053,1.45572,4.64258,0.306441,0.996177,2.22054,0.622116,1.12512,0.579161,16.4129
0.378229,3.06042,1.32887,2.35699,0.305649,0.983146,2.05664,0.620681,0.990335,0.632243,3.68238
0.636579,3.24194,0.129248,2.43667,0.284031,0.974286,1.95068,0.61162,0.76699,0.428479,17.728
0.583526,2.85293,0.383037,2.92268,0.29223,0.990122,1.58593,0.617488,0.665482,0.204017,15.3466
0.648131,3.56739,0.838928,3.69981,0.288549,0.983868,2.47158,0.616968,1.34341,0.870793,13.6556
0.960891,4.53199,0.492526,2.44854,0.299518,0.993827,1.75435,0.620695,0.824051,0.278286,17.0474
0.911455,3.61178,0.687053,3.33476,0.307246,0.989613,2.35838,0.62398,1.40956,0.737551,13.4992
0.508081,2.84171,0.463817,3.28757,0.278488,0.995132,1.90008,0.619217,1.09057,0.790565,24.3399
0.542724,2.63314,0.449783,3.68958,0.294285,0.985718,2.11572,0.619513,0.885344,0.457211,11.2686
0.445805,3.09815,0.972788,2.68103,0.295005,0.995128,2.0762,0.609806,0.739465,0.420007,21.9584
0.435109,3.26608,1.00898,2.65925,0.295718,0.994361,2.10909,0.611548,0.698438,0.418445,18.4572
0.48621,3.19752,0.297655,3.9982,0.290672,0.99123,1.80913,0.608421,0.971007,0.550322,15.1221
0.365026,2.90767,1.30216,1.7914,0.297254,0.990872,2.74775,0.620336,1.01718,0.354223,17.4723
0.385448,2.97,0.540202,3.20192,0.289235,0.990461,1.9057,0.623732,1.17256,0.929945,25.45
0.75763,4.35485,0.457086,2.39505,0.310647,0.992002,2.60509,0.604109,0.917032,0.583773,13.7825
0.482978,1.72329,0.815974,3.94561,0.297239,0.993182,2.07892,0.619826,1.01014,0.753927,8.21906
0.389721,1.88923,0.708671,2.98628,0.297574,0.983119,1.9419,0.611631,1.04331,0.861886,2.42358
0.920026,2.97474,0.267859,2.26539,0.294574,0.993405,2.18026,0.616204,1.14426,0.393217,17.8972
0.773764,2.62433,0.275006,2.85473,0.30071,0.992753,1.8419,0.622856,0.993492,0.282222,16.4326
0.509749,1.8833,0.639126,1.55585,0.295292,0.992181,1.81834,0.616496,1.09849,0.950216,7.55657
0.492615,3.89024,0.524384,5.40969,0.291187,0.984263,3.42717,0.604544,0.884544,0.595392,9.44156
0.787739,3.28424,0.243845,2.09847,0.292206,0.992959,1.89459,0.609234,1.06576,0.87124,3.30805
0.830826,3.13056,0.104109,2.08915,0.290606,0.993562,1.89584,0.607332,1.18813,0.998783,4.80815
1.09337,3.31739,0.279612,3.99914,0.293087,0.983162,2.03353,0.600789,0.949392,0.464686,27.6497
0.311019,3.07604,0.857943,2.78022,0.297646,0.982197,2.55795,0.622703,0.753746,0.407764,16.1492
-0.0177409,1.22416,1.12213,3.54001,0.298919,0.99316,1.86484,0.605629,1.40443,0.939967,13.0909
0.280094,1.65219,0.629771,2.9522,0.305052,0.99232,3.44982,0.585799,1.02686,0.721886,3.63625
0.354786,3.05743,1.16256,2.99222,0.283661,0.978056,1.81707,0.643141,0.818003,0.188465,3.63192
0.296151,3.01105,0.851311,3.40694,0.299824,0.990688,1.96922,0.588035,1.20386,0.337076,21.0237
0.447294,2.97622,0.606123,2.82134,0.294939,0.977122,2.19453,0.619978,0.84644,0.436703,20.6926
0.305906,1.62919,0.813236,2.68646,0.293917,0.997374,2.11867,0.604982,1.11391,0.799563,23.446
0.075809,3.05762,1.43057,4.22057,0.288799,0.985381,2.76454,0.629929,0.88799,0.36503,5.95627
0.449467,2.47793,0.53077,0.951146,0.299692,0.995452,2.4136,0.602326,1.13503,0.890816,5.30036
0.915088,2.18768,0.0171444,0.680883,0.297005,0.979832,4.17224,0.620411,1.32971,1.16271,2.9257
0.800505,1.97765,0.0898702,1.05973,0.293158,0.989387,2.66141,0.610787,1.01182,0.713987,12.9369
0.816904,2.08485,0.0435479,1.09248,0.292855,0.989748,2.60392,0.61127,1.01621,0.713698,13.6709
0.399526,2.35601,0.886601,1.56914,0.283263,0.990274,2.7443,0.619969,1.25346,0.846327,10.3013
0.116795,1.89835,1.15689,1.75072,0.294574,0.983626,1.78847,0.610187,1.08202,0.453933,5.12417
0.288058,2.29372,0.995318,2.11881,0.292055,0.990312,2.79965,0.615404,0.675317,0.380703,24.76
0.44472,3.35087,1.03583,2.33385,0.281207,0.983369,1.82469,0.620754,1.39542,1.10123,9.81301
0.500785,3.1058,0.629554,3.11259,0.302907,0.99357,2.22079,0.613063,0.710465,0.462024,9.43392
0.63999,2.26162,0.437451,2.63021,0.28656,0.995873,2.50497,0.614275,0.995364,0.771689,14.9128
0.732893,3.20917,0.594475,2.31923,0.290972,0.973965,1.83173,0.629219,1.05127,0.579743,17.933
0.678876,2.98146,0.571337,3.00461,0.300884,0.996236,2.38547,0.616252,1.07849,0.826052,11.8672
0.65582,2.83445,0.818319,2.98968,0.295119,0.99074,1.88758,0.613371,0.949373,0.438968,8.63121
0.65828,2.53369,1.32614,3.24658,0.293394,0.982618,2.07288,0.616529,0.890149,0.303331,18.3347
0.817808,4.63827,0.797284,4.02647,0.304303,0.999672,2.55852,0.60359,0.988942,0.285411,11.8284
0.579897,1.89166,0.953959,2.81181,0.287641,0.984746,1.96351,0.618963,0.884476,0.331295,13.4206
0.617974,4.31038,0.914092,2.9748,0.285915,0.991645,2.30596,0.609355,1.02766,0.648765,15.2593
0.580593,4.06198,0.860527,2.63424,0.285041,0.996339,2.34192,0.616902,1.1964,0.661801,23.4041
1.14312,5.82413,-0.00896883,3.2535,0.290657,0.992311,2.13559,0.61653,1.26093,0.790428,7.30837
0.557417,1.46481,0.56737,4.08605,0.285222,0.986896,2.3453,0.614964,0.644323,0.386564,18.4787
0.645141,2.5497,1.04069,3.05761,0.302621,0.995425,2.57704,0.612707,1.2804,0.439092,15.2267
0.661629,2.52155,1.00264,2.11728,0.289846,0.986386,2.32138,0.607444,0.735972,0.305258,10.4935
0.441681,3.96997,0.502314,3.07176,0.291673,0.991939,1.90917,0.606328,1.24939,0.786539,4.74167
0.295801,3.68603,0.77274,2.47115,0.292894,0.994865,1.81824,0.61951,1.44704,1.25822,6.74272
0.295055,2.42076,0.966827,3.54888,0.314024,0.988984,2.63274,0.608607,0.904299,0.557776,10.7748
0.620994,2.009,0.276169,2.72228,0.281607,0.991083,1.41237,0.612734,0.864467,0.588613,19.354
0.620724,2.64146,0.665367,3.18459,0.276756,0.985696,2.19123,0.623169,0.967958,0.404559,11.2768
0.70679,2.85017,0.672826,1.56855,0.277031,0.993727,2.55255,0.609444,0.984317,0.256403,13.7729
0.691391,3.52231,0.790565,4.06373,0.302862,0.983268,1.8743,0.614711,0.821,0.127752,19.6846
0.655062,3.33348,0.91891,1.48631,0.293593,0.995614,2.52445,0.626256,1.09397,0.772828,10.3904
0.794311,4.15064,0.254442,5.01625,0.292984,0.987147,2.1728,0.608703,0.822821,0.551723,11.4024
0.35666,3.07604,0.672939,1.69125,0.288969,0.980774,1.99851,0.619779,0.800121,0.131538,14.6096
0.292237,1.39668,1.0019,3.68585,0.309606,0.990422,2.1583,0.614193,0.877463,0.640871,10.2201
0.535209,3.06988,0.593251,2.65937,0.295999,0.983302,1.94627,0.620144,0.744748,0.163784,21.9672
0.396232,2.65739,0.827629,3.14056,0.312929,0.993519,2.57978,0.61539,1.22598,0.905082,9.06079
0.573754,3.14622,0.777744,3.16018,0.287703,0.985055,2.89665,0.596856,0.830058,0.228342,14.3421
0.433616,2.13955,0.644647,3.42173,0.317717,0.996244,1.63164,0.620558,1.53774,0.424406,10.7443
0.494201,2.27402,0.971643,2.50941,0.297699,0.994233,2.32854,0.619294,0.905061,0.566294,21.9701
0.747359,3.05996,0.0419326,4.25382,0.292931,0.992146,2.01521,0.601475,1.10977,0.91992,5.74579
0.413962,0.785761,0.826003,1.78678,0.2973,0.987968,2.89825,0.628577,1.20839,0.987276,4.20976
0.585516,4.46857,0.68218,1.82177,0.293169,0.977773,2.49487,0.627027,0.98629,0.199471,7.99473
0.252662,3.38665,0.843032,2.91987,0.286996,0.971853,2.244,0.637057,1.29367,0.983929,11.8935
0.106158,5.09158,1.35924,2.50806,0.299554,0.999297,2.07757,0.611204,1.24568,0.857012,17.8227
0.222565,3.30084,0.99178,3.91667,0.294429,0.97737,2.098,0.615551,1.46858,1.15816,10.0753
0.720338,2.25932,0.371123,4.41158,0.285071,0.970657,2.42277,0.627322,1.28103,0.92957,21.2204
0.769266,2.27592,0.19575,2.31296,0.290932,0.989484,2.00056,0.610105,1.33783,1.09268,3.29861
0.750521,2.86667,0.525322,1.83822,0.301396,0.993788,2.77301,0.628455,0.935999,0.587533,2.63865
0.647636,2.75037,0.659094,2.26987,0.293325,0.992302,2.24653,0.604321,0.791037,0.369786,6.62726
0.500885,2.0692,0.73645,3.78757,0.291453,0.985866,2.51483,0.63365,1.38643,1.08614,18.2388
0.636958,1.76412,0.161356,3.20556,0.299958,0.992543,2.39752,0.620846,1.01978,0.738746,6.39234
0.372211,3.42546,1.06574,2.70675,0.284212,0.993008,2.26653,0.609951,1.01818,0.519911,13.5414
0.815384,3.48904,0.00694762,3.42872,0.299643,0.989656,2.16916,0.614283,0.788952,0.37154,7.52692
0.392219,2.27409,1.09346,3.10816,0.295052,0.978656,2.06476,0.622978,1.40714,0.996963,17.6947
0.695514,2.86289,0.287832,2.37347,0.304295,0.996042,2.32923,0.619867,0.641656,0.30254,16.3711
0.384717,3.98343,0.49221,3.26646,0.287761,0.991477,1.73358,0.610442,1.16055,1.00158,4.38235
0.279714,3.89721,0.839971,1.77278,0.291798,0.987686,2.72977,0.616232,1.49339,1.05292,18.7998
0.641697,3.57643,0.181177,2.91444,0.289918,0.99732,1.85456,0.62117,0.822311,0.22365,16.0356
0.695496,3.99446,0.238595,2.48508,0.310004,0.990507,2.76648,0.617731,1.21157,0.917155,15.1505
0.272019,2.24477,1.01307,2.92993,0.297629,0.981148,1.51845,0.617859,0.903403,0.408077,23.5884
0.576415,4.35836,0.568585,3.25008,0.301615,0.993634,2.41499,0.624687,1.09689,0.843709,12.1225
-0.353476,1.47171,1.6067,2.65384,0.284332,0.996245,2.01488,0.617688,1.3539,0.69911,10.221
0.0476321,3.44259,0.523768,3.41368,0.291759,0.981818,2.20689,0.627705,1.07067,0.346599,8.15298
0.209214,3.34354,0.475518,2.6105,0.286628,0.99526,2.17325,0.609029,1.23805,0.761211,24.249
0.448903,2.93434,0.944089,2.79085,0.29253,0.996192,2.2207,0.625377,0.725222,0.473241,8.63494
0.185282,2.15037,1.45698,3.68518,0.298412,0.986354,1.83391,0.627852,0.743445,0.140587,10.7598
