c1,c2,c3,alpha,beta,c,s_m_s1,s_m_s2,s_m_s3,s_s1,s_s2
0.876758,3.07813,1.16623,0.767319,0.941488,5.94622,0.525848,-1.50187,7.02944,0.47963,1.96406
0.959348,3.47616,1.33223,0.827007,0.972464,6.1902,0.544898,-0.460026,7.35585,0.461985,2.28828
0.953742,3.4644,1.37193,0.814619,0.936647,6.2983,0.580505,-0.353675,7.13284,0.469252,2.37661
0.977379,3.55386,1.28516,0.810172,0.962174,6.46862,0.626978,-0.468564,6.98528,0.462008,2.38408
0.776919,3.5199,1.52038,0.806776,0.976169,6.19266,0.327212,-0.949667,7.27663,0.480181,1.99404
0.887722,3.7848,1.26819,0.79341,0.960821,6.39938,0.470073,-0.730573,7.14356,0.469919,2.3049
0.878374,4.38075,1.3731,0.833195,0.975133,6.37705,0.465865,-1.18566,7.03462,0.459571,2.38943
0.864556,4.36905,1.09966,0.840358,0.967672,6.46814,0.581436,-1.25038,6.83773,0.45047,2.20882
0.860089,4.55522,0.988854,0.807311,0.933999,6.11882,0.430966,-1.32995,7.00665,0.465442,2.08196
0.948708,4.44505,0.782827,0.829469,0.96962,6.6446,0.458577,-0.719223,7.06305,0.454437,2.14987
0.889151,4.33486,0.829394,0.690058,0.820448,5.68918,0.679525,-0.519722,6.99318,0.478324,2.11294
0.86546,3.82486,0.701278,0.813963,0.980712,6.17125,0.418522,-1.11645,7.12473,0.50464,1.90132
0.903798,3.84051,0.845149,0.837816,0.980066,6.28015,0.496732,-1.73879,6.49178,0.488576,1.95607
0.858478,3.7707,1.04476,0.814095,0.962078,6.25673,0.532511,-1.00554,6.45657,0.50324,1.96123
0.845947,3.41866,0.813349,0.816214,0.985571,6.15813,0.266648,-0.643356,7.73603,0.493966,2.08379
0.94986,3.6148,0.772257,0.836297,0.97862,6.37642,0.685065,-0.989288,6.82113,0.47032,2.30112
0.909919,3.52931,0.816293,0.81834,0.975062,6.35491,0.279119,-0.729781,7.41834,0.454218,2.44704
0.680993,2.83178,1.25914,0.795437,0.944878,6.14396,0.49504,-1.02655,6.57028,0.475702,2.02483
0.809867,3.05876,0.974401,0.808493,0.967397,6.29901,0.377538,-0.48479,7.38192,0.470656,2.14654
0.907438,3.33139,0.812391,0.799589,0.951393,6.10321,0.246475,-2.50614,7.01236,0.468931,2.4774
0.894908,3.21189,0.991933,0.810636,0.986768,6.46925,0.453405,-0.237545,8.23129,0.496688,1.82317
0.927371,3.28361,0.935461,0.82675,0.978137,6.17863,0.457471,-0.48089,7.13464,0.484058,2.01576
0.748943,3.24633,1.36246,0.762637,0.900688,5.79097,0.302296,-1.13164,7.21893,0.467114,2.32412
0.872,3.4492,1.0958,0.78672,0.925562,6.25191,0.515315,-0.63031,7.07155,0.467759,2.17666
0.825475,3.68835,1.15162,0.793363,0.935473,6.02386,0.489895,-0.930156,6.92332,0.469582,2.19871
0.735999,3.70379,1.35537,0.739434,0.889427,5.94816,0.471853,-1.20767,6.8545,0.476241,2.22865
0.675479,3.67222,1.32014,0.80033,0.949878,6.09223,0.367855,-0.961201,7.13835,0.478062,2.14335
0.708925,3.70716,1.20867,0.764708,0.912761,6.24772,0.479465,-0.600891,7.01172,0.482298,2.06792
0.737443,3.69745,1.02967,0.790978,0.942456,5.99925,0.407138,-1.25081,7.088,0.486297,2.0614
0.825033,3.75922,1.08729,0.826886,0.963089,6.35157,0.381712,-0.583594,7.18696,0.48548,2.05276
0.836334,3.72141,1.26654,0.801228,0.942953,6.12716,0.309987,-0.793731,7.27518,0.480735,1.92581
0.849461,3.79266,1.14996,0.745163,0.932198,5.91965,0.352447,-0.950777,7.22879,0.486848,1.89115
0.92685,4.30647,0.972088,0.837602,0.979888,6.28542,0.343015,-0.928292,7.1073,0.452258,2.35248
0.4812,3.43767,1.48125,0.785717,0.950183,6.03974,0.302976,-0.813097,7.20008,0.478783,2.14178
0.635411,3.2456,1.36198,0.808447,0.929779,6.29575,0.475069,-0.604971,7.2018,0.455395,2.38811
0.629729,3.14961,1.34777,0.812098,0.926853,6.28158,0.503001,-0.655496,7.15651,0.457526,2.37333
0.619291,3.17861,1.34565,0.815525,0.924175,6.30835,0.480699,-0.667724,7.10461,0.457404,2.39419
0.368068,2.73701,1.72653,0.739607,0.884069,6.05769,0.206959,-0.408413,7.95028,0.500623,1.84931
0.442123,2.55512,1.90914,0.801975,0.933772,6.00745,0.645577,-0.815486,6.66904,0.456417,2.49832
0.571071,2.86836,1.6565,0.787053,0.933204,6.08523,0.417986,-1.24733,6.84554,0.49406,1.79994
0.661518,3.16795,1.68385,0.842621,0.987978,6.47046,0.496091,-0.623064,6.98524,0.459123,2.45426
0.603062,3.48074,1.53042,0.762791,0.882438,5.98263,0.31551,-0.816237,7.27029,0.48951,1.96029
0.638349,3.72912,1.21688,0.782712,0.940815,6.01303,0.444771,-0.604525,7.21634,0.509981,1.89556
0.636403,2.97258,1.38822,0.815812,0.961979,6.08869,0.29615,-0.743397,7.40848,0.451857,2.26703
0.668856,2.73329,1.31239,0.825395,0.981813,6.39702,0.467548,-0.839849,6.96762,0.471544,2.25954
0.873037,2.94206,1.01604,0.768438,0.947757,5.77488,0.549872,-0.539787,7.41684,0.491767,1.87751
0.899606,3.08289,0.897585,0.76529,0.948238,6.27208,0.329651,-0.774412,7.17202,0.474922,2.02478
0.795517,3.26678,1.22995,0.824059,0.941919,6.26047,0.30838,-0.783141,7.38023,0.458071,2.23885
0.821011,3.28438,1.02264,0.803185,0.932024,6.1611,0.265012,-0.757609,7.3319,0.476262,2.13651
0.759819,2.92555,1.28243,0.814248,0.930683,6.18461,0.495321,-0.614563,7.3358,0.465187,2.22797
0.641382,2.66998,1.39553,0.807975,0.946429,6.31159,0.327174,-0.656545,7.39817,0.471182,2.37768
0.64397,2.68419,1.30884,0.805028,0.959645,6.41235,0.333654,-0.634247,7.37184,0.476856,2.26615
0.740312,2.72667,0.977542,0.812082,0.969782,6.05782,0.303983,-1.43167,7.18939,0.463683,2.10636
0.68278,2.71937,1.2871,0.801764,0.938688,6.3839,0.342482,-0.692827,7.28934,0.46546,2.26078
0.722701,2.71526,1.15998,0.814311,0.967894,6.28085,0.337519,-0.895362,7.46255,0.470039,2.22816
0.721934,2.78837,1.23683,0.818543,0.971852,6.39557,0.274904,-0.82599,7.40788,0.468738,2.30238
0.658805,2.772,1.1331,0.837759,0.979052,6.386,0.326332,-1.0761,7.0992,0.457019,2.33005
0.740432,3.13637,0.999364,0.714197,0.856773,5.80575,0.495332,-0.493528,6.98575,0.463199,2.29938
0.699951,2.94511,1.01943,0.742857,0.882656,5.56452,0.554573,-0.741244,7.23738,0.476075,2.22221
0.668105,3.15083,1.23518,0.791824,0.954553,6.20217,0.298599,-0.683418,7.29003,0.483357,2.07206
0.71769,3.36464,1.26043,0.777867,0.918093,5.90146,0.244741,-0.654268,7.85506,0.478024,2.07003
0.670651,3.18134,1.46355,0.7711,0.880226,6.00724,0.251418,-0.917733,7.5466,0.445958,2.57735
0.783915,3.62323,1.11217,0.760042,0.908343,6.05844,0.451254,-0.438653,6.84058,0.497111,2.1176
0.696087,3.4402,1.17736,0.787627,0.930552,5.95615,0.452225,-0.681792,7.21616,0.482843,2.13282
0.745418,3.43993,1.13281,0.811329,0.961012,6.31625,0.305484,-0.849315,7.12101,0.482633,2.07116
0.787462,3.38667,0.998561,0.834076,0.977487,6.28791,0.418826,-0.559251,7.20857,0.486734,1.99438
0.642472,3.33086,1.31419,0.837536,0.967357,6.53973,0.458779,-0.326293,7.3111,0.466634,2.22616
0.769906,3.56508,1.20138,0.799147,0.948301,6.00628,0.350501,-1.53168,7.09105,0.480815,2.01991
0.940907,3.69105,0.833032,0.766804,0.91873,6.00575,0.432253,-0.343821,7.44206,0.48502,1.95319
0.950151,3.72665,0.877643,0.78897,0.911421,5.76695,0.76764,-0.351779,6.92039,0.493319,1.97699
0.621243,3.16806,1.88295,0.817488,0.962977,6.24272,0.197039,-0.842227,7.80414,0.483107,2.16002
0.610149,3.06387,1.35177,0.8082,0.961663,6.32796,0.56662,-0.345481,7.55888,0.459952,2.14459
0.674823,3.24145,1.10914,0.791778,0.961955,6.18352,0.74399,-0.811882,7.00976,0.46545,2.09094
0.783487,3.89983,0.842682,0.748253,0.87407,5.8564,0.191419,-0.483365,7.67735,0.475739,2.04141
0.812151,4.05082,0.850753,0.747055,0.894948,5.93137,0.21593,-0.466653,7.51932,0.480997,2.05402
0.845216,3.88447,0.867114,0.769698,0.906981,6.25433,0.25275,-0.707056,7.84793,0.486273,2.13743
0.899993,4.05051,0.871674,0.845317,0.950893,5.93241,0.348728,-1.00577,7.42049,0.474722,2.03394
0.951281,4.2617,0.798435,0.799365,0.976432,6.37416,0.424277,-1.05693,6.82237,0.479732,2.30899
0.801838,4.0926,1.05873,0.86191,0.989197,6.32244,0.342941,-0.696405,7.13767,0.475798,2.01797
0.809802,4.08673,0.991004,0.85451,0.988678,6.36401,0.30852,-0.835949,7.16461,0.478915,2.02749
0.767379,3.83013,1.29559,0.7587,0.880882,5.74244,0.386405,-0.562167,7.22695,0.457159,2.35966
0.737171,3.75535,1.32986,0.791008,0.917967,5.74797,0.411146,-0.523845,7.40603,0.461871,2.30422
0.70905,3.6472,1.28183,0.727525,0.865615,6.03899,0.444272,-0.787414,6.98282,0.47208,2.33187
0.552927,3.31253,1.54826,0.786075,0.912845,5.83135,0.452783,-0.487199,7.05269,0.473627,2.29856
0.766086,3.11945,1.11322,0.806051,0.959564,6.10669,0.291168,-0.879595,7.32412,0.48393,2.11521
0.964758,3.85841,1.01986,0.746033,0.879673,5.71689,0.430403,-0.57253,7.16223,0.465371,2.18073
0.838496,3.35164,0.960924,0.810373,0.958536,6.17277,0.344517,-0.732632,7.21105,0.465671,2.21676
0.836018,3.33918,0.759113,0.793631,0.914412,5.97159,0.50665,-0.583734,7.19657,0.480096,2.02113
0.812546,3.46795,0.782456,0.81482,0.947257,6.4646,0.458135,-0.573055,7.11275,0.46334,2.23886
0.841865,3.86633,0.887989,0.840178,0.975158,5.99194,0.317344,-0.994281,7.18997,0.485792,2.10704
0.831856,3.77378,1.32901,0.774415,0.924692,6.43761,0.437774,-0.495819,7.4683,0.485267,1.96081
0.705535,3.50794,1.42978,0.818885,0.947206,6.77764,0.41135,-0.889954,7.21425,0.449042,2.40141
0.494309,3.21974,1.73368,0.818901,0.936157,5.76947,0.398899,-0.73481,7.22888,0.460954,2.23907
0.498698,3.25465,1.6548,0.800705,0.949471,5.8982,0.390372,-0.779099,7.1565,0.468103,2.3162
0.462981,3.54685,1.56132,0.848434,0.985534,6.48662,0.348043,-0.520334,7.55622,0.463914,2.29993
0.454824,3.74998,1.27406,0.747083,0.857582,5.77303,0.539398,-0.807099,7.00268,0.487829,2.10309
0.827769,3.62117,1.02453,0.787556,0.934819,6.14807,0.315604,-0.960141,7.22615,0.456343,2.28214
0.778492,3.54078,1.02955,0.83175,0.968353,6.54355,0.52225,-0.740036,6.7395,0.45122,2.18778
0.722188,3.66315,0.9822,0.783119,0.914354,5.86787,0.273238,-0.884194,7.0954,0.489338,2.12635
0.61688,3.46946,1.34986,0.833194,0.970847,6.23787,0.530278,-0.618447,6.63178,0.45666,2.35131
0.656528,3.66258,1.31633,0.737647,0.871995,5.63763,0.442746,-1.37425,6.89054,0.479306,2.16469
0.744283,4.07687,1.53271,0.775076,0.929364,5.83969,0.481199,-0.995848,6.56322,0.480834,1.95433
0.715927,3.84739,1.22535,0.842331,0.980933,6.65889,0.319771,-0.669749,7.26998,0.461767,2.32142
0.6894,3.65234,1.50507,0.824668,0.940594,6.00504,0.260288,-0.955625,7.19682,0.46069,2.36009
0.79734,3.59057,1.00745,0.810441,0.98039,6.44,0.425296,-0.540465,7.32653,0.460744,2.22645
0.875957,3.60354,0.767135,0.836977,0.97334,6.40098,0.232885,-0.617918,7.79799,0.456109,2.46095
0.793454,3.32203,0.815927,0.772734,0.930081,6.13308,0.65758,-0.493836,7.24548,0.485828,2.06272
0.617459,2.8889,1.36037,0.766996,0.90187,5.94364,0.245038,-1.08009,7.28297,0.488367,2.13567
0.693233,3.0589,1.10735,0.785498,0.944651,5.7785,0.383889,-1.29037,6.98019,0.487866,2.24015
0.765695,3.05787,0.816953,0.828771,0.964264,6.15693,0.530421,-0.261299,7.33199,0.4968,1.91985
0.74479,3.19754,0.860855,0.848231,0.991454,6.35506,0.762526,-0.217607,6.84733,0.489481,1.99336
0.67964,3.27045,1.22649,0.808749,0.939414,6.42802,0.330622,-0.637637,7.63036,0.456989,2.24005
0.546314,2.83964,1.40562,0.785595,0.927317,6.13274,0.386193,-0.700451,7.05394,0.456772,2.34967
0.534969,2.82998,1.37499,0.811712,0.95394,6.24088,0.443431,-1.26396,6.99486,0.471624,2.19746
0.495046,2.51129,1.40543,0.800235,0.931678,6.27041,0.321441,-0.487751,7.53066,0.443522,2.31457
0.460468,3.06464,1.7293,0.735579,0.878784,5.95932,0.560183,-1.01023,6.79912,0.449337,2.2754
0.564377,2.94889,1.72945,0.815241,0.950282,6.32345,0.331181,-0.424382,7.65598,0.473104,2.13575
0.585993,3.06143,1.63605,0.809092,0.943896,6.34822,0.432407,-0.253947,7.61992,0.47086,2.16746
0.701065,3.50305,1.19101,0.764044,0.917746,6.1008,0.603556,-1.704,6.67792,0.477129,2.10101
0.742292,3.45157,0.959602,0.818462,0.963651,6.18081,0.472841,-0.808172,6.64717,0.460231,2.26657
0.851697,3.69772,0.640581,0.795653,0.921591,6.22509,0.441464,-0.79422,6.98865,0.472272,2.47151
0.620172,3.09439,1.10538,0.816214,0.972448,6.33761,0.483654,-0.425278,7.51203,0.481535,2.24091
0.536943,2.9274,1.53171,0.809809,0.95928,6.33669,0.325319,-1.0706,7.10246,0.473402,2.48682
0.46371,2.91816,1.50895,0.782546,0.957818,5.97404,0.41508,-0.611048,7.29777,0.483069,2.21863
0.411016,2.93478,1.71189,0.793874,0.913077,5.94385,0.311464,-0.880578,7.33641,0.458737,2.37895
0.651782,3.19448,1.53485,0.773977,0.917177,6.10594,0.276803,-0.554678,7.80314,0.451324,2.39517
0.653327,3.19478,1.52252,0.796713,0.945233,6.20213,0.598996,-0.717051,7.07817,0.489165,1.89284
0.668534,3.50718,1.06534,0.7673,0.929171,5.97271,0.294096,-0.801773,7.5719,0.482137,2.22469
0.617979,3.38081,1.32265,0.807702,0.971618,6.30406,0.374389,-0.557802,7.44332,0.490819,1.80738
0.670546,3.53026,1.30052,0.828355,0.942502,6.0936,0.347634,-0.968169,7.22825,0.439932,2.37914
0.760985,3.52515,1.12266,0.775195,0.926931,6.24018,0.255472,-0.852207,7.41266,0.45051,2.39923
0.805815,3.77022,1.01714,0.798871,0.954435,6.08303,0.35591,-0.733166,7.2477,0.467083,2.21885
0.721953,3.91455,1.31377,0.812015,0.971901,6.38696,0.20548,-0.55022,7.62766,0.470876,2.16306
0.65407,4.05066,1.45247,0.791644,0.935647,6.0664,0.293103,-0.754078,7.41777,0.469914,2.25003
0.645703,4.15494,1.50546,0.779349,0.90473,6.04485,0.427934,-0.691364,7.15081,0.46325,2.41449
0.683492,4.03236,1.54519,0.807367,0.93299,6.21213,0.343529,-0.591869,7.42795,0.474899,2.1291
0.814879,3.91681,1.01634,0.804254,0.970647,6.31478,0.385886,-1.14937,7.06975,0.476106,2.02643
0.7416,3.90405,1.02376,0.805216,0.924123,6.21049,0.362291,-0.589516,7.39951,0.448337,2.65753
0.67524,3.44445,1.16603,0.818622,0.97383,6.14812,0.337854,-0.911983,7.25194,0.467032,2.13296
0.704969,3.54112,0.848964,0.843014,0.981731,6.14181,0.540348,-0.660995,6.81805,0.454523,2.19171
0.743328,3.14144,1.0259,0.820396,0.967323,5.99358,0.29552,-0.67834,7.42477,0.462935,2.26631
0.586664,2.88007,1.23669,0.790511,0.960717,6.14561,0.436881,-0.957042,6.96231,0.491204,1.86899
0.663695,3.15221,1.37657,0.790322,0.953943,6.2086,0.281583,-0.578712,7.43433,0.474793,2.26267
0.698368,3.28957,1.31915,0.786234,0.927742,5.95726,0.406526,-0.816077,7.10295,0.485364,2.12068
0.721079,3.09151,1.42367,0.812387,0.962789,6.32218,0.516698,-0.373391,7.51646,0.454937,2.39336
0.713524,3.05795,1.3047,0.773059,0.88159,6.13964,0.279475,-1.30752,7.02743,0.475845,2.09234
0.70978,3.59765,1.33502,0.806291,0.98115,6.03125,0.560781,-0.514905,6.789,0.4591,2.20288
0.665192,3.26501,1.37964,0.813713,0.984131,6.47996,0.243374,-0.98822,7.17541,0.481366,2.23805
0.670821,3.1622,1.34249,0.800415,0.989123,6.18317,0.415269,-0.576406,7.34471,0.473085,2.11283
0.77784,3.25292,1.36343,0.823659,0.967828,6.35751,0.375049,-0.495122,7.95278,0.480576,2.05199
0.694754,2.99411,1.30982,0.774849,0.946404,6.12921,0.450319,-0.454992,7.4547,0.480672,2.00189
0.906751,3.52146,0.732022,0.813533,0.958117,6.20166,0.465935,-1.18813,7.14415,0.467772,2.21871
0.976614,3.44236,0.583397,0.830571,0.975979,6.41957,0.582222,-0.827413,6.98594,0.475748,2.11877
0.854406,2.91513,0.769947,0.812548,0.963519,6.08045,0.278645,-0.741209,7.3198,0.469548,2.32441
0.791041,2.87362,0.965164,0.769575,0.900895,6.08121,0.522185,-0.791858,6.85168,0.485336,1.99725
0.827909,3.01024,1.01377,0.786675,0.925292,5.9981,0.601248,-0.5309,6.83795,0.485356,2.07376
0.594969,2.4289,1.46317,0.806084,0.939003,5.88735,0.21809,-1.43414,7.32986,0.46305,2.19707
0.66166,2.3823,1.09952,0.750229,0.905349,5.67393,0.618746,-0.56123,6.9893,0.505683,1.80216
0.743809,2.49727,0.885494,0.737484,0.920244,5.93035,0.361259,-0.916748,7.30204,0.506915,1.70537
0.719187,2.61797,1.01242,0.712616,0.836096,5.52906,0.377326,-0.947663,7.16138,0.47503,2.15054
0.906864,3.13972,0.0939185,0.858025,0.987834,6.4555,0.609924,-0.804326,6.92293,0.457017,2.2421
0.90016,3.25549,0.0399102,0.756883,0.882577,5.90009,0.67146,-0.661737,6.52988,0.476976,2.09407
0.659372,2.96723,0.552121,0.791888,0.923107,5.64593,0.474469,-0.669527,7.12235,0.494499,1.97052
0.70395,3.16855,0.779871,0.787732,0.946587,6.30254,0.527856,-0.598244,6.94327,0.48369,2.07682
0.66844,3.2288,0.865691,0.806679,0.957082,6.18569,0.583726,-0.853894,6.85104,0.49076,2.04742
0.745123,3.35483,0.590158,0.817332,0.936657,6.34328,0.505771,-0.36081,7.67911,0.475088,1.98462
0.867378,3.66806,0.344548,0.85002,0.990208,6.29659,0.704245,-1.69716,6.47611,0.467333,2.15508
0.745944,3.52738,0.646242,0.822271,0.978661,6.40537,0.459313,-0.551546,7.03521,0.469519,2.13668
0.754079,3.49248,0.586202,0.849116,0.978219,6.2106,0.579621,-0.712797,7.27902,0.479517,2.16642
0.728004,3.95079,0.917941,0.755814,0.889318,5.67385,0.463775,-0.862767,6.90075,0.482096,2.17091
0.876572,4.16477,0.885219,0.83532,0.98595,6.37205,0.370994,-0.781291,7.38166,0.486531,2.14932
0.940741,4.56726,0.83881,0.776715,0.903872,6.12711,0.628429,-1.40331,6.71323,0.460936,2.31917
0.916764,4.80629,1.23966,0.813458,0.956856,6.31855,0.542519,-1.36975,6.76301,0.480952,2.27854
0.858785,4.24545,1.22885,0.811062,0.973105,6.30699,0.44931,-1.14888,6.88279,0.489887,1.93884
0.788527,3.89497,1.10999,0.778607,0.926362,6.08844,0.307364,-0.680714,7.4397,0.46401,2.26896
0.788458,3.95461,1.17867,0.818266,0.9905,6.30542,0.528384,-1.38935,6.29039,0.471846,2.27102
0.484283,3.40381,1.87931,0.804342,0.937606,6.27332,0.443773,-0.71196,6.86111,0.46939,2.23054
0.597967,3.37567,1.64683,0.794084,0.927794,6.13251,0.347663,-0.728141,7.31495,0.475436,2.25535
0.713106,3.41168,1.43274,0.759323,0.898901,6.12898,0.338922,-0.557666,7.29123,0.463607,2.11481
0.645677,3.18542,1.3259,0.723309,0.839874,5.88191,0.427493,-0.741671,6.89111,0.467227,2.29241
0.663524,3.06434,0.87956,0.747744,0.877629,5.71635,0.376356,-1.14206,7.00069,0.47856,2.17017
0.632877,3.05043,1.04872,0.815387,0.967168,6.1082,0.575429,-0.338417,7.1456,0.480868,2.04298
0.573343,3.11841,1.23056,0.717941,0.86846,5.8294,0.41534,-0.944326,7.2347,0.471711,2.09549
0.588905,3.04013,0.985638,0.74465,0.886364,5.74631,0.630165,-1.17079,6.41332,0.485321,2.00802
0.599711,3.09543,1.23059,0.765964,0.93034,6.04276,0.483331,-1.01747,6.88588,0.483698,1.97626
0.62691,3.27561,1.09565,0.745063,0.897503,5.85393,0.480645,-0.71989,6.84644,0.466658,2.29833
0.607887,3.4774,1.29497,0.827965,0.967796,6.56205,0.481382,-0.289738,7.33565,0.462952,2.38748
0.641315,3.56873,1.15539,0.824384,0.976272,6.39827,0.53718,-0.414825,7.11055,0.450462,2.23609
0.64375,3.71698,0.999848,0.758292,0.886045,5.89452,0.367014,-0.609275,7.26014,0.458773,2.41997
0.601602,3.60196,1.14165,0.763758,0.894705,5.8821,0.571883,-1.028,6.84176,0.442826,2.32099
0.742895,4.05117,0.782717,0.848851,0.991879,6.59973,0.22744,-0.417938,8.22013,0.477076,2.08469
0.663338,4.0637,1.14153,0.813161,0.918695,5.90366,0.901125,-1.04244,6.05742,0.447274,2.49413
0.438218,3.67571,1.80944,0.786413,0.957774,6.07835,0.336421,-0.925909,7.21595,0.466222,2.05298
0.399768,3.52139,1.82316,0.826927,0.963348,6.34618,0.458203,-0.744006,6.88724,0.468113,2.16643
0.458995,3.31348,1.55184,0.770733,0.923145,6.35756,0.344459,-0.645212,7.50299,0.445955,2.59475
0.433412,3.46457,1.60514,0.7815,0.914693,5.78861,0.37906,-0.409899,7.37751,0.456616,2.40159
0.466027,3.44776,1.76205,0.744134,0.911066,6.19174,0.365031,-1.18042,7.02505,0.48039,2.23174
0.657847,3.54807,1.43804,0.81771,0.985332,6.12513,0.295282,-0.433935,7.84708,0.50218,1.95311
0.734947,3.44246,1.10553,0.768203,0.922109,6.06656,0.189123,-0.707275,7.65539,0.462513,2.40542
0.576621,3.11567,1.60593,0.775436,0.94213,5.96837,0.54933,-0.462636,7.02184,0.47136,2.06672
0.643356,2.94471,1.52771,0.772288,0.925597,6.04933,0.267953,-0.653458,7.71084,0.472731,2.03598
0.742114,2.93267,1.08685,0.659418,0.801487,5.70781,0.3688,-0.8622,7.11108,0.468485,2.21283
0.771042,3.02312,0.877544,0.67211,0.78885,5.409,0.309362,-0.730049,7.3894,0.464233,2.17971
0.817564,3.42733,0.995825,0.679064,0.797288,5.55536,0.562044,-0.640553,6.94886,0.471528,2.16343
0.829095,3.49172,1.16116,0.725788,0.895385,5.80592,0.588244,-0.428632,6.83856,0.478569,2.19471
0.786397,3.34732,1.19807,0.742584,0.910866,5.83886,0.549282,-2.35683,6.47552,0.486812,2.00391
0.781366,3.39311,1.10809,0.817405,0.975709,6.28639,0.340872,-0.294014,7.80481,0.464247,2.22529
0.608052,3.0423,1.38948,0.703549,0.824043,5.60229,0.402927,-2.03388,6.90874,0.481773,2.11389
0.463124,2.91435,1.6222,0.83949,0.982812,6.46429,0.426573,-0.241898,7.86792,0.476931,2.11077
0.377541,3.07361,1.56159,0.734921,0.864675,5.96106,0.506154,-1.64165,6.58969,0.48766,2.13956
0.196008,2.8933,1.78927,0.817622,0.972617,6.31662,0.646369,-0.461576,6.60762,0.46797,2.17263
0.179607,2.93074,1.45983,0.798483,0.943724,6.28607,0.393136,-0.497208,7.5162,0.471183,2.17802
0.236729,2.84145,1.45023,0.819984,0.974927,6.34349,0.354796,-0.351606,7.6866,0.469788,2.21199
0.382159,3.30256,1.20875,0.820183,0.981048,6.28204,0.693628,-0.727044,6.61537,0.460169,2.31341
0.453872,3.25424,1.17509,0.793294,0.914276,6.39913,0.529886,-1.45356,6.70012,0.475394,2.25793
0.681535,3.49532,0.827117,0.796615,0.973606,6.52441,0.527608,-1.13833,6.22938,0.49205,2.02491
0.743355,3.84147,0.365738,0.769475,0.91718,6.14122,0.527064,-0.567505,6.48717,0.484955,2.19679
0.866789,3.58388,0.12502,0.804004,0.970555,6.04648,0.438165,-1.02621,6.93383,0.480695,2.0836
0.9024,4.10845,0.401347,0.7771,0.926367,6.04745,0.66019,-0.473964,6.60677,0.46355,2.44755
0.879671,3.90581,0.491683,0.781583,0.896759,6.00474,0.803873,-0.336658,6.50923,0.469652,2.38737
0.815001,3.70307,0.584316,0.811005,0.937295,6.19431,0.643331,-0.453464,6.58477,0.467251,2.09243
0.897542,3.9126,0.691693,0.846442,0.988022,6.45283,0.631177,-2.00573,6.83599,0.484132,2.14472
0.902034,4.21103,0.786761,0.824755,0.978105,6.31135,0.368266,-0.691458,6.97187,0.478743,2.00933
0.803042,4.04207,0.868324,0.789647,0.922963,6.10762,0.466202,-1.23837,6.69712,0.490525,2.01316
0.819403,3.84409,1.0708,0.812278,0.971407,6.13664,0.34206,-0.276766,7.65428,0.482728,2.21716
0.792186,3.80466,1.05114,0.814431,0.971945,6.14725,0.34001,-0.271091,7.66595,0.482839,2.21721
0.761755,3.36464,1.26841,0.812213,0.970841,6.38775,0.379106,-0.830877,7.08891,0.470769,2.18621
0.913399,3.94143,1.00454,0.740878,0.883726,5.97391,0.275786,-1.07017,7.07518,0.484912,2.1907
1.00517,4.27042,0.886941,0.802232,0.931511,5.90865,0.460014,-0.414171,7.00945,0.485842,1.88405
1.04292,4.29279,0.741748,0.807769,0.96782,6.40169,0.419437,-0.539687,7.65582,0.474212,1.98922
1.02353,4.32207,0.997315,0.813016,0.953681,6.38366,0.30516,-1.16862,7.4064,0.463013,2.22969
1.02248,4.23782,1.08364,0.816215,0.953463,6.28746,0.289501,-1.04655,7.08483,0.461473,2.2512
1.03921,3.69242,0.9494,0.77839,0.933583,6.08033,0.775393,-0.502603,6.83682,0.472715,2.17174
1.11091,3.73035,0.672363,0.785513,0.918765,5.98616,0.64462,-0.648423,6.57588,0.477445,2.21466
1.17212,3.6951,0.427238,0.78362,0.938401,6.34396,0.557355,-1.00407,6.97107,0.494164,2.03281
1.17379,3.67992,0.345168,0.808802,0.962254,6.04583,0.430725,-0.908923,7.03585,0.485659,2.05277
1.13006,3.66265,0.412649,0.802853,0.970074,6.04444,0.489304,-0.870723,7.01136,0.485445,2.00129
0.933505,3.50381,0.73032,0.829957,0.976332,6.22592,0.335095,-0.671321,7.34799,0.46706,1.92934
1.00634,3.33172,0.502618,0.796953,0.958675,6.38259,0.59262,-0.813183,7.08463,0.487521,2.16374
