c1,c2,c3,mu_c,alpha,beta,sigma_c,s_m_r,s_r1,s_r2
0.28523,1.05244,1.50099,3.20186,0.433596,0.860422,1.79187,0.744708,0.572765,0.951877
0.271826,1.17071,0.934347,1.19372,0.648153,0.919867,2.14681,0.454612,0.51415,1.70061
0.558551,1.37988,0.694063,2.58156,0.508152,0.929829,2.66768,0.501194,0.562772,0.978599
0.441274,1.24641,1.1219,2.0189,0.599507,0.930021,1.92652,0.482393,0.521869,1.60254
0.494707,1.22973,1.20749,2.24992,0.458605,0.790299,1.76145,0.592945,0.557602,1.14877
0.551876,1.34118,0.0665436,2.73206,0.611878,0.965309,1.24419,0.481616,0.533908,1.46488
0.556693,1.30695,0.767237,2.34551,0.517162,0.829221,2.43519,0.600836,0.523225,1.40913
0.531388,1.36465,1.09694,2.40588,0.572392,0.972424,1.54453,0.528649,0.534186,1.32647
0.422342,1.24826,0.819273,1.98664,0.405732,0.663109,1.89891,0.595585,0.540258,1.34576
0.261368,1.00301,1.04367,1.97047,0.550693,0.957805,1.36153,0.470897,0.569789,1.15446
0.501613,1.36026,0.482019,1.95245,0.308897,0.615945,1.05824,0.538822,0.549709,1.03351
0.253293,1.24713,1.30189,2.27974,0.616943,0.953217,1.76109,0.476679,0.566562,1.37213
0.10591,0.824944,0.518861,2.45692,0.586558,0.873249,1.7796,0.5713,0.510936,1.77318
0.4183,1.2545,0.828696,1.96852,0.481885,0.863944,1.35978,0.399391,0.535693,1.28266
0.162312,0.904265,0.842882,2.30021,0.446932,0.755568,1.84337,0.596795,0.556309,1.36078
0.247197,1.0082,0.765546,2.4462,0.505651,0.867328,1.91944,0.660883,0.557823,1.20302
0.166136,1.08235,1.16502,2.25298,0.584155,0.873563,1.97556,0.472761,0.54907,1.50552
0.284048,1.17537,0.835613,1.46991,0.509215,0.881456,1.69399,0.508134,0.549272,1.34815
0.315028,1.32126,1.22803,2.29198,0.569678,0.934619,1.47191,0.523173,0.519247,1.47713
0.712642,1.75894,0.572873,1.60499,0.513748,0.872894,1.81655,0.660777,0.552282,1.26589
0.755376,1.6991,0.78088,2.07606,0.580818,0.92254,2.17462,0.629114,0.520719,1.4355
0.260376,0.917722,1.28465,2.32759,0.488732,0.804364,1.1226,0.449064,0.564086,1.14476
0.305818,1.11469,0.981092,2.16082,0.387005,0.854676,1.4508,0.562872,0.575848,0.833162
0.318059,1.23202,1.16161,1.84551,0.458437,0.855231,1.2808,0.4561,0.541311,1.23684
0.377492,1.29302,1.33849,2.12146,0.519959,0.859315,1.38052,0.543976,0.542344,1.47335
0.543218,1.3747,1.07176,2.4349,0.482585,0.755574,2.01393,0.616837,0.545299,1.3941
0.552248,1.30733,1.08029,2.41282,0.511466,0.861385,1.37808,0.634777,0.546893,1.15316
0.567311,1.26249,0.954904,2.25585,0.510081,0.901527,1.42923,0.582509,0.55255,1.10045
0.53795,1.24812,0.95602,2.2095,0.500733,0.895902,1.42618,0.567715,0.547077,1.10463
0.517183,1.22126,1.07844,2.19787,0.432523,0.729671,1.82156,0.48324,0.555475,0.954421
0.424443,1.23796,0.588637,2.37997,0.583772,0.949091,1.83973,0.534214,0.533729,1.41041
0.431598,1.17386,0.727158,2.04557,0.551492,0.928829,1.72212,0.492233,0.535875,1.37139
0.349053,1.27789,0.798544,2.38699,0.531882,0.896892,1.4861,0.600194,0.522887,1.45872
0.21471,1.20339,0.811872,1.89631,0.611365,0.917262,1.76724,0.506297,0.522474,1.51069
0.578474,1.29269,0.28466,2.19327,0.479272,0.874407,1.6817,0.543124,0.541487,1.1793
0.419237,1.19456,0.731242,2.08592,0.554886,0.91417,1.54303,0.481162,0.543421,1.33003
0.58213,1.30846,0.578108,2.31541,0.470217,0.777178,1.24804,0.470253,0.526477,1.52943
0.580049,1.35637,0.962793,2.27615,0.583296,0.966051,2.07754,0.513219,0.540357,1.39216
0.546919,1.53196,0.851655,2.62162,0.542419,0.862608,1.76766,0.689338,0.54779,1.35101
0.470171,1.36652,0.970626,2.14228,0.501634,0.900795,1.77779,0.799039,0.568452,1.14966
0.479768,1.10969,0.636957,2.29481,0.552885,0.912117,1.87332,0.640528,0.542373,1.31915
0.355908,1.23655,0.953039,2.25003,0.564993,0.933437,1.10693,0.361993,0.555218,1.19879
0.407103,1.36153,0.480258,2.55765,0.500592,0.891276,1.97171,0.595821,0.550808,1.3122
0.37275,1.07348,1.09006,2.04245,0.553286,0.908961,1.43825,0.66143,0.541572,1.19956
0.586557,1.38646,0.487741,2.3427,0.529226,0.927541,1.6314,0.384224,0.550526,1.29923
0.54155,1.42779,0.623224,2.08716,0.596867,0.872394,1.43849,0.627993,0.527248,1.50018
0.576513,1.28393,0.685241,2.03411,0.570966,0.928387,2.17601,0.409037,0.536626,1.5509
0.768599,1.59571,0.507827,2.48632,0.555379,0.940853,1.35647,0.628683,0.550155,1.34127
0.6609,1.55515,0.672607,2.01612,0.55352,0.914742,2.2537,0.65947,0.546027,1.31071
0.673772,1.62117,0.328577,2.67524,0.543118,0.937672,1.58421,0.707835,0.552466,1.11157
0.831684,1.71823,0.228383,2.11239,0.529594,0.877448,1.82419,0.449455,0.531962,1.31609
0.649682,1.42949,0.656578,2.80504,0.50264,0.97082,1.44046,0.651605,0.574181,1.00758
0.115884,0.899222,1.10433,2.10233,0.429049,0.659471,1.47005,0.480359,0.523593,1.52364
0.393404,1.17644,0.902774,1.41284,0.526809,0.821049,1.85091,0.39552,0.521468,1.52621
0.12261,1.028,1.2728,1.42708,0.592424,0.923726,1.50715,0.560041,0.547054,1.26598
0.422772,1.45162,1.05064,1.78869,0.529888,0.833241,1.81257,0.590612,0.499634,1.64449
0.478549,1.30862,1.22958,2.03337,0.556737,0.956215,1.64564,0.413616,0.569465,1.16345
0.534673,1.22967,0.689813,1.41893,0.448394,0.688234,1.69384,0.632536,0.517533,1.62742
0.213223,0.887124,1.14919,2.47336,0.569984,0.972662,1.80928,0.454864,0.575965,1.10209
0.380423,1.31517,0.738496,1.25489,0.578419,0.877515,1.67213,0.519261,0.522308,1.62143
0.419877,1.11572,0.73668,3.31503,0.557475,0.925656,1.84946,0.418033,0.565266,1.2386
0.327022,1.48267,1.09107,1.47965,0.588495,0.942608,1.64675,0.812591,0.546655,1.32799
0.38268,1.39635,1.17096,3.14899,0.560894,0.929634,2.23303,0.478349,0.538762,1.48609
0.447881,1.1154,0.490624,1.71142,0.53385,0.840833,1.408,0.584796,0.547453,1.38673
0.294867,0.928358,0.725985,2.32478,0.518679,0.926716,2.16292,0.442488,0.546771,1.19631
0.405918,1.16567,0.414281,2.42712,0.550222,0.888174,1.61891,0.467452,0.565131,1.20246
0.588988,1.32965,0.192789,2.41302,0.582507,0.904821,2.08775,0.724566,0.532287,1.47178
0.397111,1.1731,0.921082,2.01521,0.501618,0.936711,1.14876,0.433649,0.533156,1.19246
0.327253,1.2511,0.501895,1.96856,0.548003,0.920707,1.81408,0.619227,0.532272,1.27264
0.562694,1.47666,0.39519,2.79796,0.567132,0.879567,1.38561,0.472421,0.547608,1.3634
0.520545,1.54682,0.494941,1.35332,0.509364,0.873973,2.26215,0.62003,0.535978,1.28899
0.267808,1.00375,0.779425,2.10593,0.552024,0.938426,1.40464,0.472643,0.571367,1.318
0.214276,0.981664,0.854174,2.47745,0.657305,0.927544,2.35661,0.620661,0.518897,1.67731
0.043343,0.747622,0.506849,1.57163,0.358903,0.941403,1.49192,0.73863,0.581183,0.766694
0.635102,1.46584,0.631455,2.14873,0.609473,0.917182,1.99446,0.418972,0.54226,1.56163
0.69616,1.71749,0.683991,1.74522,0.531815,0.87232,2.19154,0.466908,0.536525,1.34582
0.552459,1.48585,0.75551,1.91898,0.484788,0.883025,1.86817,0.697315,0.537146,1.2541
0.504105,1.45111,0.843754,1.99158,0.510191,0.876901,1.93358,0.570969,0.537878,1.35907
0.65563,1.65773,0.675769,1.42839,0.571639,0.926562,1.55671,0.48211,0.517915,1.51472
0.389489,1.20459,1.25098,1.6515,0.561949,0.917943,2.41152,0.577331,0.549293,1.18957
0.454992,1.2476,0.580803,2.28689,0.313772,0.629604,1.54085,0.488251,0.569464,1.07392
0.38569,1.05093,0.83745,2.05374,0.385812,0.677713,1.31438,0.519513,0.546022,1.20731
0.262448,1.12381,0.791257,2.16721,0.571456,0.972529,1.7923,0.541111,0.569197,1.24382
0.222855,1.14744,1.17122,2.68093,0.40889,0.707775,1.94904,0.435445,0.582499,1.06166
0.617874,1.38574,0.264319,1.68957,0.494993,0.843943,0.995943,0.537563,0.523306,1.43768
0.615519,1.41978,0.368904,2.06385,0.401813,0.835794,1.59375,0.464695,0.580094,0.818331
0.805201,1.63899,0.182189,2.60962,0.373994,0.856407,1.44322,0.550259,0.578554,0.888503
0.517546,1.4486,0.11459,1.5307,0.524571,0.833997,1.40072,0.623122,0.556358,1.10515
0.572708,1.54302,-0.00171863,1.93864,0.49549,0.946633,1.4594,0.558727,0.532288,1.36711
0.316944,0.879696,0.987781,3.11182,0.505002,0.866894,2.24127,0.423716,0.555578,1.29265
0.559494,1.32439,0.416105,1.92873,0.383654,0.72919,1.30536,0.443954,0.536582,1.23903
0.417519,1.21756,0.624364,2.09231,0.531588,0.872866,2.06431,0.523538,0.564445,1.18005
0.238434,1.2543,1.23779,2.05986,0.660702,0.93493,1.7399,0.63641,0.505528,1.66362
0.322637,1.1001,0.859926,3.13652,0.588415,0.930021,1.78584,0.6205,0.534215,1.39798
0.357601,1.06385,0.795924,1.84518,0.607027,0.938666,1.63826,0.524196,0.50883,1.50195
0.560634,1.27948,0.314532,2.56094,0.597422,0.895619,2.37386,0.572741,0.508321,1.48823
0.479531,1.22101,0.423385,2.4756,0.587284,0.94535,2.53187,0.678052,0.509922,1.71662
0.358157,1.07723,0.750055,2.90042,0.667202,0.961672,2.51716,0.468859,0.548939,1.70441
0.305564,1.07613,0.853244,2.97598,0.640697,0.993771,2.20768,0.655801,0.550822,1.32713
0.440799,1.52138,0.965613,1.8007,0.530446,0.813177,1.4662,0.446047,0.5155,1.6469
0.612385,1.27317,0.819619,3.51133,0.646938,0.978802,2.62836,0.601842,0.543676,1.53535
0.612238,1.28133,0.861071,3.03914,0.590182,0.971589,2.38137,0.558645,0.541315,1.30212
0.301835,1.1998,0.937735,1.92319,0.498612,0.801203,1.68258,0.461563,0.520082,1.56691
0.230499,0.958154,1.09579,2.02714,0.437874,0.699273,1.36754,0.423016,0.504001,1.47079
0.2762,1.10001,0.919853,2.22713,0.533987,0.925453,2.05116,0.586542,0.576062,1.03465
0.272571,1.2179,1.25248,1.77408,0.55382,0.939889,1.67701,0.409798,0.544319,1.16432
0.275792,1.16045,0.810332,2.77239,0.601237,0.948655,2.1654,0.669516,0.531279,1.45636
0.271701,1.43214,0.762157,2.14849,0.54997,0.958427,2.32822,0.473972,0.520429,1.60242
0.432421,1.39494,0.565248,2.18332,0.484659,0.898544,2.4037,0.769408,0.547251,1.30454
0.438774,1.57824,0.982167,2.45333,0.513413,0.94973,1.45239,0.453729,0.556373,1.08555
0.419849,1.51616,0.888845,2.385,0.543206,0.857861,1.7043,0.630635,0.544043,1.41574
0.439861,1.5607,0.825051,1.87047,0.509407,0.923698,2.18331,0.70267,0.555491,1.23125
0.437106,1.26431,1.02564,2.2121,0.565383,0.917736,1.85536,0.411539,0.564684,1.24548
0.263422,1.05373,1.1155,2.12406,0.614007,0.983361,2.18128,0.637265,0.519643,1.35987
0.0800681,0.998826,1.19504,2.01267,0.614972,0.971102,1.30998,0.527265,0.54576,1.48914
0.332888,1.17436,0.706457,2.35877,0.572283,0.918988,2.60546,0.530429,0.524253,1.51992
0.295927,1.24925,0.841743,2.06251,0.500728,0.865419,1.812,0.614829,0.556236,1.17806
0.639456,1.28873,0.897018,1.43473,0.546174,0.874528,2.12674,0.610711,0.550643,1.22162
0.558123,1.2149,1.02914,1.99765,0.58705,0.973651,1.71714,0.445891,0.528536,1.40621
0.740845,1.52899,1.181,2.30544,0.480846,0.779312,1.73056,0.661027,0.536304,1.44233
0.609142,1.32409,0.898351,2.0478,0.585896,0.903032,1.98824,0.72207,0.562616,1.31748
0.59093,1.31531,0.915277,2.07415,0.567085,0.910827,2.03663,0.726785,0.560826,1.32675
0.437099,1.37594,1.05745,2.02372,0.589593,0.873549,2.21512,0.510761,0.525956,1.5075
0.59915,1.69252,1.12078,1.79942,0.57034,0.92038,2.00432,0.496362,0.533926,1.39413
0.606877,1.47318,0.799325,2.15853,0.403747,0.670742,1.75376,0.705295,0.536953,1.46446
0.606413,1.65258,0.7871,2.04811,0.507464,0.917234,1.48483,0.61277,0.570805,0.947702
0.754337,1.62598,-0.183871,2.3349,0.601021,0.906314,1.77055,0.470287,0.535703,1.4842
0.666519,1.49794,0.283211,2.13852,0.624866,0.976346,1.73612,0.50946,0.519001,1.52994
0.453597,1.28644,1.25395,2.30024,0.519317,0.830178,1.96819,0.577383,0.539534,1.28899
0.563738,1.40022,0.957659,1.70446,0.488407,0.868794,1.258,0.4981,0.561507,1.19476
0.534153,1.57162,0.600365,2.05522,0.37016,0.645689,1.58407,0.54083,0.55975,1.21787
0.300733,1.43455,1.10958,1.9553,0.551057,0.856471,1.76467,0.497218,0.543257,1.3431
0.393918,1.2966,1.34778,2.13691,0.54615,0.929368,1.53329,0.739253,0.525685,1.42983
0.273483,1.30155,1.67058,1.93688,0.472955,0.88282,1.2738,0.495789,0.568134,1.06412
0.202536,1.2217,1.74791,1.93768,0.506138,0.859284,1.13806,0.545187,0.579555,1.06863
0.328676,1.18615,1.27448,1.96289,0.350992,0.904596,1.08842,0.397769,0.581453,0.686784
0.0961799,0.686187,0.94129,2.11436,0.440583,0.841334,1.211,0.65155,0.539476,1.17704
0.720918,1.62508,0.562036,2.24579,0.525174,0.90712,1.82818,0.489789,0.565071,1.24226
0.665582,1.28962,0.546345,2.10966,0.534324,0.933714,1.3481,0.497661,0.548557,1.23912
0.672854,1.35378,0.585011,2.12463,0.422441,0.746865,1.6244,0.628786,0.531722,1.24411
0.567674,1.30648,1.04896,1.99558,0.532747,0.915566,1.57693,0.510698,0.554862,1.13227
0.655297,1.42982,0.955055,2.51382,0.570693,0.958222,1.43788,0.726421,0.540463,1.3956
0.64291,1.36219,0.899019,2.28731,0.522092,0.97921,1.71657,0.545694,0.569041,1.0836
0.582444,1.03626,0.861354,2.08558,0.412208,0.715382,1.30303,0.485661,0.559311,1.14728
0.96704,1.63635,0.178372,1.77359,0.573606,0.931205,1.24922,0.671824,0.542177,1.43668
0.940818,1.64369,0.195745,1.75456,0.566364,0.919963,1.18306,0.653026,0.54328,1.4872
0.872989,1.62682,0.715486,2.65924,0.547356,0.892547,2.07581,0.586551,0.543996,1.36476
0.722569,1.56202,0.948767,2.12508,0.539,0.856352,1.12403,0.501229,0.535389,1.35322
0.606898,1.50562,1.01462,2.21565,0.446861,0.776813,1.85906,0.618247,0.536325,1.38293
0.649272,1.30054,0.682909,2.17933,0.662185,0.992319,1.83794,0.53718,0.512499,1.82698
0.71771,1.51448,0.697457,1.85247,0.607643,0.977721,2.40768,0.576203,0.546811,1.49826
0.668251,1.55558,0.548165,2.2265,0.617838,0.976129,1.64316,0.586399,0.536158,1.3227
0.612435,1.25798,0.787183,3.07112,0.54624,0.952006,2.56179,0.416586,0.553353,1.20284
0.611194,1.24855,0.811714,2.26622,0.581005,0.963933,1.77155,0.527305,0.540442,1.20542
0.688563,1.3173,0.638086,2.44034,0.463302,0.745602,2.4463,0.476476,0.567969,1.15279
0.567011,1.48932,0.874546,1.63687,0.552106,0.846758,1.20753,0.489958,0.533674,1.48632
0.573862,1.59368,0.620458,3.10271,0.529979,0.890778,3.20144,0.568813,0.550496,1.13108
0.297337,1.26934,1.29971,1.51609,0.656148,0.964208,1.84006,0.684731,0.527944,1.53255
0.4528,1.15043,0.930914,2.98394,0.480745,0.76421,2.03469,0.421872,0.542398,1.38578
0.295907,1.06052,0.941404,1.89805,0.62577,0.978093,1.85122,0.591278,0.550135,1.424
0.237974,1.08578,0.73335,3.20031,0.555817,0.901843,2.00672,0.657289,0.548668,1.3037
0.287493,1.21219,0.728673,3.27885,0.604742,0.934673,2.10558,0.626551,0.553485,1.31969
0.364999,1.21324,0.893737,1.56898,0.477933,0.857463,2.01438,0.414399,0.531523,1.36337
0.520775,1.41333,0.73854,1.69622,0.58673,0.958163,2.10766,0.516905,0.528653,1.36216
0.611583,1.40056,0.778617,1.92751,0.586031,0.95567,1.66142,0.469625,0.528972,1.40215
0.447742,1.21922,1.08619,2.66652,0.540007,0.915228,1.78685,0.446254,0.536308,1.35843
0.330149,1.16756,1.06676,2.98108,0.530864,0.910017,2.29734,0.498859,0.554402,1.24806
0.373163,1.2503,0.714332,2.09332,0.553351,0.945526,1.39622,0.441339,0.532889,1.30691
0.533969,1.334,0.497938,2.1198,0.526099,0.887133,1.43342,0.44601,0.512624,1.47388
0.261127,1.02584,0.77434,2.16416,0.582087,0.953419,2.39688,0.583842,0.566261,1.32117
0.213601,0.889739,1.07695,2.32218,0.530312,0.832622,1.82903,0.615572,0.514603,1.469
0.308481,1.24877,1.0239,1.75559,0.577818,0.929838,1.91395,0.409672,0.563098,1.29662
0.36971,1.07953,0.663825,2.56563,0.401083,0.62815,1.55463,0.5564,0.532558,1.34037
0.365495,1.2212,0.904127,1.63056,0.423538,0.790296,1.65732,0.428783,0.542346,1.12179
0.272141,1.13805,0.730896,2.55643,0.545127,0.975781,1.95043,0.627884,0.546208,1.3042
0.235677,1.08787,0.764438,3.43065,0.528073,0.853387,2.22792,0.593439,0.54933,1.2758
0.237628,1.16521,0.579023,1.30994,0.550111,0.95294,1.13776,0.538353,0.534422,1.32397
0.617302,1.46665,0.338573,3.8844,0.475327,0.826651,2.48802,0.50967,0.53355,1.1422
0.680306,1.39185,0.205026,3.88126,0.481061,0.815157,2.43412,0.517973,0.544759,1.07173
0.79941,1.68579,-0.0744784,2.1463,0.636038,0.970452,2.35256,0.442586,0.561019,1.44297
0.558478,1.20835,0.669144,2.41074,0.573004,0.900578,1.56345,0.696705,0.521601,1.43175
0.565289,1.12312,0.725246,2.44754,0.591965,0.94559,1.4802,0.47172,0.522869,1.608
0.567815,1.55915,0.53699,2.42139,0.512714,0.942054,1.78596,0.616042,0.557746,1.3032
0.589297,1.48854,0.433067,2.27725,0.518663,0.949369,1.42796,0.660808,0.556877,0.972955
0.424642,1.07112,0.866662,1.33684,0.576352,0.836681,2.25604,0.379692,0.523905,1.71373
0.562951,1.33773,0.82385,2.07313,0.513578,0.891222,1.64881,0.876719,0.583853,1.07441
0.637027,1.26869,0.748361,2.69499,0.468713,0.878969,2.24501,0.876876,0.563565,0.972937
0.662562,1.19652,0.944374,2.6865,0.43761,0.912701,1.98986,0.6786,0.558126,1.11165
0.452914,1.42194,0.61447,2.02256,0.57748,0.884874,1.60399,0.385002,0.475495,1.94769
0.432716,1.02983,1.15126,2.79034,0.396682,0.924151,1.71405,0.579315,0.580672,0.835747
0.393543,1.18265,0.869511,1.86334,0.498081,0.96938,1.23306,0.431343,0.581763,0.925422
0.401893,1.24404,0.751839,2.56983,0.422996,0.74679,1.8901,0.646698,0.536525,1.13897
0.371059,1.18411,1.20085,1.98042,0.557005,0.937609,1.35476,0.400358,0.557509,1.21161
0.309631,1.05427,1.00059,2.42629,0.454513,0.927295,1.86185,0.554812,0.545753,0.991407
0.529561,1.35062,0.217636,2.00719,0.576359,0.842194,1.91385,0.453529,0.529292,1.41484
0.455891,1.26722,0.830567,2.29655,0.600786,0.940432,2.10316,0.523974,0.544194,1.53573
0.386416,1.14764,0.896168,2.2605,0.625093,0.964046,1.91701,0.471295,0.530071,1.77423
0.382567,1.18965,0.653797,2.18618,0.607079,0.98755,2.2006,0.445944,0.520481,1.39897
0.535158,1.30102,0.855133,2.49616,0.508996,0.854547,1.4515,0.554896,0.540616,1.26631
0.304128,1.02424,0.68149,1.89435,0.458539,0.963401,1.59308,0.587501,0.593293,0.893466
0.599624,1.1642,0.285065,2.29613,0.357538,0.8546,1.2144,0.488674,0.600232,0.871529
0.596548,1.27555,0.387875,2.02119,0.467317,0.988818,2.15595,0.653293,0.590192,0.744669
0.470328,1.20421,1.0358,1.74086,0.478023,0.846858,1.35331,0.364853,0.559734,1.24232
0.575521,1.24672,0.883643,2.5712,0.489908,0.845447,1.82092,0.446989,0.556421,1.22158
0.69886,1.41718,0.645028,1.66127,0.471665,0.871481,1.43343,0.635995,0.520787,1.32842
0.545625,1.371,0.918171,2.06802,0.533243,0.870513,1.50512,0.429877,0.565495,1.22105
0.360364,1.29209,0.899882,2.32927,0.461433,0.883986,1.67175,0.532632,0.541444,1.1857
0.0967148,0.885452,1.11435,2.54388,0.543677,0.937629,1.51981,0.499412,0.53114,1.37748
0.407129,1.15514,0.803705,2.74225,0.55159,0.895952,2.29285,0.529815,0.544699,1.26025
0.527036,1.18065,1.03782,2.47884,0.497277,0.829879,1.38877,0.541208,0.53915,1.31951
0.400228,1.16434,1.28481,1.88781,0.608886,0.968312,1.73045,0.547629,0.531594,1.41668
0.67366,1.30502,1.02264,2.17277,0.519316,0.923595,1.34559,0.572832,0.550898,1.20358
0.522653,1.42012,0.771072,1.65255,0.458427,0.743847,1.77362,0.494966,0.527636,1.44915
0.347908,0.915922,0.786651,2.79722,0.588702,0.949578,2.06047,0.6067,0.529086,1.32551
0.303902,1.15987,0.999656,2.56516,0.576053,0.915304,2.07883,0.487747,0.573203,1.01973
0.230779,1.00966,0.778287,2.1696,0.52942,0.845252,1.45188,0.51504,0.512592,1.49257
0.373907,1.34783,0.72838,1.88686,0.623568,0.953874,1.68049,0.555743,0.524449,1.56148
0.333327,0.874923,1.02425,1.88275,0.496443,0.907845,1.76996,0.542119,0.574365,1.2208
0.155606,0.922455,0.788933,2.08421,0.490865,0.876833,1.6897,0.527107,0.541016,1.23678
0.387182,1.24621,0.688377,2.37193,0.57419,0.897101,1.54593,0.605106,0.540294,1.41343
0.261258,1.2009,0.468835,2.24184,0.571438,0.900446,1.79433,0.528528,0.527863,1.49006
0.237518,1.30131,0.55254,2.25079,0.561833,0.923079,1.77723,0.581573,0.521142,1.45718
0.209455,1.0205,0.901811,2.5528,0.581627,0.960787,1.80189,0.54295,0.525465,1.39275
0.417026,1.29376,0.725097,2.27746,0.546674,0.822578,1.57988,0.488165,0.541238,1.40559
0.2424,1.05463,1.16622,2.41209,0.586954,0.856343,2.13259,0.501159,0.547131,1.1516
0.319654,1.39819,1.04948,1.92393,0.548902,0.957502,1.41229,0.572642,0.536086,1.20901
0.181595,1.07173,0.785434,2.73791,0.508459,0.814715,1.19401,0.554346,0.541322,1.44448
0.276972,1.21614,0.686888,2.10054,0.436632,0.757027,2.36149,0.518163,0.552913,1.54924
0.328755,1.25618,0.615046,2.60107,0.569762,0.977646,1.87947,0.588835,0.539274,1.52227
0.333133,1.23297,0.641873,2.8266,0.649967,0.973514,1.73977,0.695516,0.542184,1.65558
0.327688,1.23675,0.804094,2.12963,0.520349,0.95734,1.18875,0.509611,0.574443,1.20663
0.307471,1.09109,0.671619,2.46628,0.586644,0.945812,1.72325,0.429131,0.538621,1.22736
0.340805,1.19099,0.760896,2.01113,0.492061,0.875636,1.61538,0.461635,0.553265,1.30196
0.297666,1.24059,0.978311,2.335,0.508819,0.870713,1.478,0.552279,0.553285,1.16487
0.435773,1.18432,1.02063,1.48409,0.528189,0.822709,1.87817,0.477838,0.516764,1.58156
0.403326,1.13928,0.960463,1.44582,0.512464,0.846971,1.59561,0.487716,0.512302,1.37685
0.472787,1.26747,0.740225,3.06885,0.571976,0.93891,1.78037,0.559075,0.55629,1.26547
0.474992,1.25255,0.717495,3.21257,0.547483,0.930299,1.60227,0.544549,0.547368,1.29499
0.678538,1.44081,0.307923,1.77896,0.469911,0.853381,1.42097,0.485012,0.524335,1.32253
0.716926,1.49642,0.33892,2.15856,0.606341,0.941031,1.53449,0.586723,0.546457,1.40153
0.708234,1.32631,0.386979,1.83297,0.557784,0.905887,1.58056,0.563812,0.550267,1.39768
0.583356,1.39484,0.532835,2.20479,0.495582,0.816939,1.68853,0.503662,0.531629,1.42021
0.612315,1.41671,0.573544,2.22241,0.451475,0.730756,1.4169,0.554861,0.524586,1.49949
0.516491,1.43156,0.638084,1.35725,0.432519,0.848008,1.60462,0.493149,0.576585,0.952796
0.565057,1.43088,0.171962,0.8887,0.527792,0.827206,1.7519,0.499939,0.513378,1.67797
0.129739,1.10463,1.147,3.22341,0.437491,0.840983,1.67731,0.500376,0.553454,1.02889
0.207649,0.964475,1.37966,1.91175,0.5979,0.961827,2.13556,0.572927,0.529069,1.28231
0.378461,1.31809,0.87823,2.64959,0.539732,0.877011,2.36196,0.689205,0.548985,1.36111
0.381155,1.37092,1.13855,2.28542,0.564937,0.973365,1.74695,0.422079,0.543814,1.31401
0.388549,1.38143,0.963447,2.68391,0.615515,0.95272,1.59357,0.577749,0.556139,1.22143
0.259817,1.4235,1.22991,2.35177,0.509168,0.885052,1.51157,0.583926,0.533218,1.28314
0.292531,1.37572,1.02104,2.06703,0.588182,0.915023,2.06456,0.620471,0.511346,1.68769
0.519544,1.53836,0.612727,2.15115,0.545735,0.930465,1.88417,0.505378,0.566597,1.27853
0.49954,1.39658,0.438455,2.52184,0.567681,0.956088,2.03903,0.525849,0.509985,1.35476
0.423702,1.30804,0.659097,2.50359,0.507075,0.904859,1.79329,0.542162,0.519933,1.42634
0.371578,1.4234,0.454165,2.70655,0.593441,0.932907,1.83388,0.514918,0.524722,1.59378
0.386082,1.39826,0.459511,2.55067,0.583194,0.928349,1.80065,0.504162,0.536201,1.56124
0.381264,1.24266,0.607357,2.20217,0.557414,0.964591,1.64935,0.378086,0.519683,1.49249
0.403551,1.20926,0.759163,2.7521,0.482522,0.747015,2.07054,0.581708,0.545999,1.47891
0.384006,1.1897,1.24245,1.38782,0.572708,0.956634,3.04623,0.490176,0.532479,1.24932
0.552632,1.26643,1.05142,2.18359,0.483539,0.855702,2.00648,0.657788,0.557012,1.1646
0.454588,1.15603,1.12896,1.95181,0.559828,0.907973,1.72551,0.609154,0.56434,1.35336
0.417203,1.29961,1.14695,2.41261,0.560742,0.895142,1.77639,0.726817,0.54011,1.30781
0.1734,0.970001,1.59281,1.83184,0.484376,0.888047,1.3126,0.575268,0.570325,1.1729
0.221404,0.919519,1.53095,1.95143,0.518006,0.950483,1.82014,0.618329,0.551992,1.2583
0.213158,0.859147,1.29845,1.9111,0.517023,0.87303,1.77185,0.54306,0.541576,1.47971
0.166438,0.846403,1.13271,1.94746,0.576563,0.882802,1.94787,0.560607,0.543117,1.42886
0.298921,0.957032,0.865938,2.21767,0.591153,0.925771,1.80131,0.540957,0.553563,1.24941
0.640148,1.22222,0.220736,2.3026,0.58783,0.919497,2.18295,0.600863,0.537952,1.47288
0.399043,1.16698,0.753441,1.78078,0.635566,0.896052,1.97679,0.536836,0.524446,1.56153
0.353428,1.18859,0.604614,1.03009,0.407877,0.747808,1.31334,0.526409,0.557842,1.16965
0.650965,1.39687,0.137762,2.32539,0.614948,0.949882,1.71186,0.4929,0.51668,1.71495
0.688515,1.38925,0.132315,2.83908,0.595582,0.880369,2.29538,0.45303,0.540075,1.71043
0.674943,1.4604,0.414828,2.56807,0.544634,0.970194,1.75304,0.459844,0.539832,1.24636
0.732852,1.49954,0.451772,2.5734,0.621007,0.973884,1.90366,0.430245,0.540815,1.50659
0.582957,1.234,0.685255,1.77345,0.527031,0.967227,1.63122,0.505778,0.553642,1.19149
0.566303,1.18847,0.797044,1.18298,0.558622,0.868162,1.98832,0.602659,0.541604,1.53219
0.449884,1.12815,0.995803,1.77548,0.598016,0.975033,1.67917,0.596404,0.529947,1.23336
0.489656,1.16451,0.929534,2.53747,0.571144,0.962718,1.86452,0.626137,0.563056,0.950567
