c1,c2,c3,mu_c,alpha,beta,sigma_c,s_m_r,s_r1,s_r2
0.450233,1.02137,0.739675,2.39884,0.5535,0.933243,2.92769,0.573951,0.549616,1.11381
0.647254,1.5932,0.642999,1.92995,0.549273,0.871682,2.01881,0.475321,0.539583,1.36725
0.59573,1.44467,0.290073,2.86292,0.55656,0.912964,1.69215,0.593507,0.502073,1.58047
0.578728,1.50245,0.291555,2.66441,0.675639,0.959342,1.90859,0.477589,0.508455,1.60427
0.755127,1.57675,0.215881,2.45582,0.57791,0.914737,1.92534,0.649322,0.540158,1.20653
0.855424,1.72928,0.27159,2.36916,0.635648,0.917765,1.08566,0.631897,0.533267,1.58107
0.771347,1.42249,0.3867,2.67976,0.51219,0.942724,1.83469,0.474323,0.5616,1.31518
0.717838,1.31763,0.741901,2.15146,0.598202,0.937148,1.94342,0.644963,0.565276,1.16384
0.630314,1.17732,0.855586,1.92889,0.569201,0.865718,2.31185,0.711269,0.552398,1.34027
0.531082,0.91139,1.08467,3.2805,0.571714,0.918804,2.18645,0.638589,0.534386,1.44825
0.537221,0.957929,1.01248,3.23724,0.54712,0.924437,1.97382,0.633607,0.537088,1.36382
0.491063,0.965091,0.918864,1.82035,0.627334,0.930097,2.55007,0.557024,0.563993,1.33609
0.555122,1.19822,0.647109,2.80301,0.57914,0.969855,2.03421,0.533977,0.524591,1.46424
0.465235,1.07308,0.769835,2.41924,0.590518,0.912441,2.15286,0.545651,0.533613,1.53792
0.515603,1.29787,0.56735,2.15064,0.546999,0.924318,1.65369,0.396042,0.531342,1.30246
0.551662,1.20705,0.348107,2.49622,0.584039,0.859904,1.97971,0.493424,0.522951,1.50208
0.683407,1.29676,0.340419,2.98155,0.592907,0.961503,2.66746,0.517795,0.52679,1.57112
0.906401,1.47363,0.513185,2.51643,0.550264,0.962528,2.08856,0.457083,0.55039,1.36533
0.869057,1.49011,0.689581,2.18972,0.608107,0.969593,1.82152,0.441515,0.527253,1.50941
0.745065,1.39217,0.45466,1.50913,0.441767,0.69154,1.39162,0.807608,0.548808,1.56667
0.806141,1.39644,0.873284,2.5232,0.580513,0.978959,1.96376,0.490082,0.541364,1.22683
0.607965,1.23906,1.24114,1.77577,0.427779,0.668899,2.00563,0.6831,0.522571,1.43844
0.948981,1.66174,0.62677,2.35922,0.576695,0.980501,1.69166,0.550054,0.570883,1.24551
0.680526,1.40171,0.801258,1.78538,0.538791,0.863665,2.63324,0.695288,0.539965,1.4252
0.658567,1.40167,0.899524,2.05464,0.508347,0.852742,1.99287,0.696918,0.533075,1.31902
0.734759,1.48669,0.899866,2.29193,0.429207,0.829186,1.59733,0.49782,0.538413,1.10752
0.663383,1.46401,0.953946,1.48703,0.618261,0.926467,2.4086,0.632263,0.540198,1.56295
0.484191,1.21601,1.63638,2.81618,0.523781,0.889051,2.10113,0.569033,0.534085,1.27447
0.481052,1.21134,1.28929,2.22623,0.599547,0.925644,1.94663,0.699118,0.547234,1.35135
0.527216,1.17341,1.21255,1.99731,0.589644,0.906701,1.5939,0.716916,0.5534,1.43461
0.476219,1.04499,1.13988,2.09789,0.535614,0.884047,2.22754,0.607705,0.561552,1.06761
0.64079,1.29774,0.875208,1.90918,0.549022,0.913189,2.1156,0.564643,0.540647,1.27433
0.72402,1.43551,0.729262,2.06739,0.593599,0.955046,1.86352,0.478258,0.570662,1.26288
0.533281,1.08744,0.954449,2.02582,0.5806,0.981266,1.94805,0.636648,0.550088,1.36504
0.357664,1.12416,1.27992,1.39772,0.544563,0.989085,1.30018,0.603975,0.565417,1.08108
0.239434,0.974588,1.58535,1.92103,0.453602,0.894562,1.00644,0.512093,0.573084,1.08022
0.501636,1.439,0.764911,2.22604,0.531631,0.968556,2.56298,0.406786,0.535998,1.4156
0.367,1.36053,0.946436,2.03601,0.536294,0.837584,2.87759,0.437896,0.533686,1.44849
0.358013,1.35138,1.00709,2.41061,0.496548,0.811876,2.77008,0.421421,0.527295,1.505
0.311133,1.32955,1.09831,2.13933,0.493843,0.938063,1.27982,0.389599,0.561775,1.01325
0.603813,1.50025,0.478768,2.49825,0.59474,0.871163,1.59632,0.684195,0.521471,1.8793
0.547631,1.4691,0.58777,1.94356,0.609458,0.943582,1.57038,0.744719,0.527679,1.57471
0.716789,1.62366,0.216475,2.89951,0.594173,0.952209,2.13258,0.445319,0.531587,1.51527
0.691359,1.66262,0.453827,2.06796,0.645392,0.939876,1.9994,0.428475,0.548462,1.50651
0.923501,1.88392,0.30267,2.08646,0.499939,0.779436,1.2908,0.765807,0.546265,1.44701
0.887016,1.76069,0.496562,1.49393,0.523982,0.859166,1.61596,0.706805,0.535075,1.43541
0.205968,1.15626,0.884058,2.59899,0.575789,0.960418,1.23995,0.402468,0.551942,1.19537
0.211065,1.21703,0.917036,2.57979,0.555979,0.957913,1.3365,0.404266,0.563821,1.24992
0.10576,1.11976,0.908432,1.80924,0.548271,0.916127,1.43975,0.641441,0.554578,1.18736
0.273592,1.29681,0.480661,2.0333,0.477591,0.885993,1.61452,0.498667,0.542457,1.22173
0.241637,1.16307,0.773801,2.06784,0.519453,0.809794,2.13944,0.68144,0.568746,1.36292
0.292307,1.27733,0.543607,2.26591,0.596203,0.944449,1.7157,0.48697,0.523531,1.43447
0.336508,1.26658,0.546924,1.82389,0.552324,0.877102,1.99528,0.511472,0.541051,1.4145
0.0865457,1.04479,1.16956,2.34677,0.61144,0.981399,2.09553,0.430705,0.537324,1.50641
0.188639,1.1168,1.44548,1.5995,0.342918,0.614227,2.08384,0.423495,0.556379,1.25548
0.340654,1.13633,0.963803,2.0803,0.575303,0.981823,1.69126,0.742571,0.512906,1.39645
0.404868,1.2127,0.985767,2.13553,0.600298,0.961838,1.7034,0.565821,0.520222,1.60817
0.365454,1.21539,0.999505,2.84577,0.540726,0.924057,1.9265,0.558921,0.543077,0.894356
0.35393,1.20766,0.95342,2.08602,0.520089,0.922503,1.92363,0.479055,0.561154,1.06834
0.479781,1.37362,0.196105,2.69571,0.575791,0.89634,2.0426,0.541908,0.55035,1.38631
0.0819376,0.810618,1.93336,2.14547,0.390112,0.897233,0.928146,0.526574,0.575901,0.825694
0.0168876,0.75201,1.89636,2.06228,0.523475,0.922514,1.79965,0.719067,0.571683,1.20997
0.859212,1.68589,-0.292218,1.7614,0.617848,0.866606,1.93531,0.537296,0.521557,1.47508
0.808145,1.72995,0.00809055,2.1898,0.44003,0.7909,1.42772,0.628464,0.543251,1.16133
0.695619,1.47458,0.66054,1.68341,0.562837,0.964342,2.01926,0.599781,0.527466,1.37523
0.777637,1.63158,0.546319,2.14674,0.590738,0.940228,1.62895,0.588992,0.522368,1.35387
0.637627,1.10609,0.111539,2.35187,0.455996,0.826932,2.03647,0.514076,0.562321,1.17199
0.482404,1.26209,0.388116,2.14275,0.633596,0.985676,1.45265,0.526237,0.527899,1.37046
0.613379,1.24451,0.308118,2.6852,0.592705,0.989551,2.42608,0.411757,0.540669,1.12514
0.48442,1.29438,0.562083,2.78156,0.528754,0.837561,2.43175,0.473399,0.52364,1.63554
0.335729,1.21355,0.713818,2.59447,0.512315,0.829508,2.02856,0.518962,0.508642,1.47959
0.429369,1.15529,0.756619,1.93029,0.432879,0.889829,1.57444,0.466068,0.563773,1.08213
0.703005,1.49536,0.707103,2.64184,0.583261,0.970519,1.79378,0.533816,0.585623,1.1794
0.629549,1.46829,0.576448,2.01947,0.608008,0.966576,1.66026,0.655803,0.523871,1.61927
0.636337,1.44534,0.646027,1.91031,0.609981,0.93585,1.1894,0.617839,0.535369,1.63221
0.592293,1.37252,0.522547,2.79158,0.596761,0.956817,1.66083,0.481763,0.543444,1.20341
0.592527,1.39257,0.634303,2.55202,0.557921,0.946878,2.54972,0.508563,0.524006,1.43351
0.350061,1.18206,0.703026,2.22924,0.533918,0.955113,1.36176,0.467104,0.552606,1.16922
0.447816,1.23904,0.878919,2.49392,0.495156,0.850016,1.92169,0.488161,0.542206,1.38388
0.482449,1.21447,0.773045,1.76517,0.480453,0.80843,1.72472,0.495334,0.569999,1.11367
0.55883,1.13449,0.614567,1.89586,0.613262,0.962477,1.74733,0.500071,0.519267,1.46302
0.739179,1.42011,0.440478,3.26596,0.542029,0.946056,2.42943,0.553384,0.560637,1.27149
0.394211,1.23422,1.21339,2.13884,0.485734,0.772705,1.48081,0.518813,0.53488,1.64595
0.573261,1.26091,0.404045,1.85662,0.439491,0.791492,1.48853,0.487373,0.55054,1.34039
0.567051,1.31268,0.479233,1.95959,0.450753,0.824412,1.34672,0.596861,0.568635,1.15539
0.65193,1.49212,0.462907,1.82964,0.498316,0.806757,1.22465,0.474597,0.551754,1.41697
0.462839,1.23608,0.671495,1.83562,0.57689,0.928224,1.35486,0.423249,0.535083,1.31754
0.35893,1.09412,0.872716,1.81123,0.575724,0.962474,1.614,0.545831,0.555227,1.20697
0.649792,1.4857,0.510518,2.17555,0.375498,0.651572,1.97066,0.484815,0.550516,1.60898
0.522595,1.34188,0.727493,1.74964,0.5518,0.95771,1.5572,0.526582,0.536207,1.51341
0.533882,1.37943,0.651263,2.01921,0.516802,0.92108,1.36713,0.500015,0.549762,1.45366
0.679589,1.61096,0.739974,1.69678,0.535978,0.801758,1.81406,0.568179,0.531651,1.46092
0.530775,1.37981,1.00076,2.06162,0.603338,0.973443,2.1545,0.478267,0.52833,1.44711
0.464825,1.26092,1.12668,1.83192,0.4814,0.871381,1.82991,0.453041,0.559411,1.13939
0.399756,1.2725,1.03869,1.7987,0.497588,0.807155,2.3528,0.412333,0.550712,1.52044
0.35736,1.24797,1.06295,1.97596,0.503105,0.818309,1.37894,0.413719,0.563005,1.20101
0.29407,1.16956,0.940004,1.95161,0.561272,0.882985,2.17975,0.64097,0.542541,1.33107
0.48676,1.19776,0.618591,1.70686,0.427567,0.770509,1.50095,0.434078,0.536735,1.16825
0.468377,1.27496,0.72065,2.02521,0.426156,0.794931,2.12385,0.44269,0.541524,1.18636
0.284125,1.00755,0.706275,1.84342,0.49456,0.91864,1.12048,0.598172,0.542363,1.29724
0.324293,1.0769,0.760357,2.32404,0.500517,0.880831,2.38718,0.568166,0.558991,1.05118
0.532197,1.3966,0.656724,2.69393,0.551158,0.908582,1.54644,0.474686,0.560512,1.24444
0.477536,1.20562,0.718318,1.81363,0.514832,0.908064,1.79335,0.59563,0.557259,1.18637
0.326268,1.10244,1.05085,2.85154,0.611873,0.95291,1.93379,0.482557,0.523734,1.48495
0.480231,1.39204,0.89132,1.96937,0.415954,0.817914,1.47316,0.393508,0.569564,1.03324
0.585241,1.52644,0.57042,2.50578,0.564858,0.865756,1.64532,0.675203,0.537337,1.40341
0.791694,1.68215,0.533277,1.72756,0.489545,0.831214,1.76071,0.560362,0.549809,1.20793
0.684552,1.52781,0.813466,2.0887,0.618365,0.959453,1.38949,0.498726,0.508931,1.70621
0.700608,1.34276,0.525586,2.05685,0.607524,0.982866,2.35177,0.576354,0.551021,1.38154
0.300806,0.998376,1.13193,1.65482,0.527398,0.871851,1.36461,0.448851,0.55654,0.995925
0.212101,0.881859,0.949482,2.26858,0.552706,0.879614,2.02097,0.550067,0.522268,1.59994
0.240563,1.0812,1.32349,1.48802,0.495072,0.836222,1.65638,0.495976,0.555712,1.34461
0.333029,1.15418,1.14187,1.60945,0.567703,0.897594,2.10786,0.565324,0.51257,1.41644
0.403687,1.27673,1.15787,2.09436,0.550481,0.909894,2.03513,0.429285,0.528543,1.39673
0.472859,1.30691,1.1302,2.48082,0.499128,0.871182,1.89398,0.568926,0.573194,1.0674
0.475896,1.27294,1.10841,2.42326,0.589469,0.940678,2.21396,0.426031,0.522187,1.39057
0.467104,1.30733,1.13237,2.43578,0.576839,0.934626,1.69899,0.399192,0.52729,1.60871
0.3881,1.3384,1.14083,2.58122,0.593726,0.907312,1.70091,0.5079,0.523121,1.41555
0.245075,0.994108,0.859122,2.36232,0.592387,0.87506,1.36451,0.476849,0.54487,1.34373
0.221227,1.00004,0.924969,2.4994,0.540343,0.909314,1.45236,0.45423,0.562705,1.09189
0.262294,1.08283,0.829809,2.19926,0.53216,0.798792,1.90479,0.464715,0.535372,1.35748
0.446455,1.12849,0.573718,2.26071,0.542052,0.919145,1.41943,0.462037,0.537513,1.24574
0.450452,1.20574,0.48952,1.90605,0.547814,0.93601,1.18191,0.587067,0.557412,1.13481
0.455463,1.16236,0.95968,2.25215,0.60463,0.966907,1.90755,0.470566,0.530809,1.42405
0.583193,1.23287,0.999669,1.70622,0.549257,0.989817,1.44688,0.574959,0.563013,1.15896
0.613165,1.26167,0.601082,2.43929,0.576683,0.995614,1.99118,0.589893,0.55238,1.09019
0.528949,1.19764,0.698084,2.40609,0.595123,0.99546,1.63615,0.603703,0.53603,1.269
0.46566,1.14209,0.700878,1.7797,0.506987,0.796001,1.35464,0.402711,0.564163,1.02822
0.648425,1.46425,0.643993,2.77477,0.481144,0.957069,2.49738,0.5435,0.576677,0.814917
0.562669,1.30274,0.770845,2.50043,0.53585,0.949054,1.84856,0.605027,0.525639,1.38344
0.410608,1.20679,0.933621,2.56406,0.517658,0.888853,1.63412,0.459442,0.567589,1.19278
0.383549,1.29233,0.726847,2.2949,0.599746,0.983758,1.4944,0.562288,0.536404,1.4752
0.374543,1.36023,0.845127,2.06274,0.5588,0.964741,1.37946,0.560197,0.558462,1.22411
0.466433,1.46809,0.647153,2.89423,0.503932,0.891564,1.65687,0.498854,0.546304,1.18117
0.555657,1.39991,0.440892,1.77653,0.506906,0.83144,2.34301,0.499591,0.55029,1.29977
0.422137,1.07271,1.22307,2.39952,0.567887,0.893932,1.74803,0.611831,0.534157,1.41958
0.38735,1.1272,1.35079,2.99093,0.597859,0.919712,1.86818,0.532623,0.54481,1.25153
0.236018,0.902215,1.53297,2.37969,0.537819,0.890566,1.89762,0.575749,0.518875,1.54333
0.232618,0.989837,1.3925,2.48685,0.578938,0.926641,1.94934,0.600481,0.545983,1.2703
0.212883,1.05764,1.13384,2.25642,0.554004,0.794732,1.94118,0.474118,0.535213,1.63309
0.541162,1.18841,0.629903,1.31481,0.531198,0.904487,1.72406,0.536219,0.552147,1.43853
0.504182,1.18042,0.60513,2.13104,0.59432,0.970217,1.31669,0.446729,0.536744,1.42775
0.45762,1.30714,0.6375,1.5169,0.588656,0.940168,1.44736,0.750431,0.560463,1.34849
0.419321,1.30225,0.694213,2.63116,0.493589,0.852144,1.5559,0.606951,0.537596,1.33561
0.569621,1.44612,0.465573,2.4238,0.55295,0.859493,2.08551,0.521438,0.542746,1.30261
0.363578,1.11131,1.09258,1.82014,0.589199,0.961492,2.13719,0.525663,0.539929,1.32856
0.519837,1.22318,0.884711,2.3188,0.473428,0.77193,1.83077,0.576127,0.501384,1.56421
0.560648,1.18715,0.975052,1.8783,0.518876,0.921064,1.82819,0.737877,0.538407,1.23184
0.48234,1.1451,0.951311,1.78291,0.551649,0.874549,1.57968,0.602119,0.55527,1.40124
0.160839,0.839797,1.31919,2.78349,0.506572,0.851927,1.7207,0.453789,0.545516,1.40196
0.748035,1.6297,0.140195,1.67355,0.559482,0.865694,1.90725,0.551232,0.529717,1.48704
0.663725,1.50574,0.183989,1.79647,0.363226,0.737331,1.3717,0.649002,0.566059,1.05852
0.644703,1.34047,-0.00264275,1.35188,0.559566,0.909656,2.50151,0.418409,0.543538,1.41337
0.637778,1.50181,0.470096,1.9964,0.442543,0.735025,1.21245,0.664331,0.535857,1.29989
0.754208,1.53967,0.268232,1.6734,0.325413,0.54039,2.17836,0.68807,0.533528,1.14876
0.681782,1.47332,0.623416,1.94016,0.331983,0.618305,1.68999,0.488327,0.568863,0.995745
0.778219,1.63404,0.58303,2.53758,0.397458,0.693291,1.66893,0.545551,0.520988,1.36716
0.677892,1.56186,0.702904,2.16941,0.537363,0.840238,2.06127,0.547065,0.507288,1.84153
0.75711,1.66949,0.59114,1.95863,0.491286,0.894921,2.16016,0.518668,0.540242,1.0822
0.678775,1.48935,0.632182,1.77194,0.608928,0.95292,1.70808,0.465383,0.521223,1.58142
0.669414,1.52177,0.575067,1.99941,0.523946,0.946598,1.64911,0.513206,0.544951,1.30271
0.611584,1.40368,0.799333,2.40195,0.631532,0.97266,1.84623,0.728512,0.535628,1.42723
0.247554,0.952472,1.20423,2.31101,0.450562,0.764894,1.56348,0.439911,0.537726,1.35125
0.436454,1.23694,0.91729,2.17464,0.616768,0.914665,1.68725,0.52584,0.536605,1.40527
0.281102,0.917512,0.945044,2.03557,0.498244,0.821131,1.8668,0.42916,0.538433,1.28479
0.350755,0.895977,0.780237,2.78234,0.637799,0.936472,2.02812,0.564828,0.537169,1.3677
0.64578,1.29687,0.506672,2.50318,0.422546,0.772343,1.76568,0.576826,0.544404,1.23105
0.71933,1.378,0.203289,2.02973,0.510987,0.944005,1.61747,0.461678,0.534343,1.18253
0.478934,1.13936,0.713012,2.40868,0.578629,0.958735,2.0362,0.528869,0.53735,1.37835
0.485919,1.26905,0.651953,2.0867,0.448172,0.745492,1.79361,0.489789,0.534415,1.45735
0.487508,1.26311,0.857803,2.27905,0.504612,0.889425,1.62861,0.532208,0.542999,1.05137
0.407638,1.20075,0.758071,2.2465,0.543348,0.955169,1.54646,0.521681,0.5197,1.43106
0.290877,1.1078,0.993197,2.38114,0.606709,0.939753,1.69573,0.454401,0.528194,1.69452
0.425418,1.43319,0.926799,2.44937,0.504558,0.821757,2.15324,0.619617,0.537702,1.41426
0.349692,1.40885,1.18398,1.66126,0.427664,0.834341,1.35992,0.578076,0.561293,0.974
0.36592,1.47365,1.02551,2.17973,0.510925,0.945039,1.18865,0.505226,0.541912,1.0053
0.498025,1.65689,0.892053,1.78403,0.495665,0.940673,1.43749,0.57402,0.573568,1.2105
0.459372,1.4854,0.890346,1.95153,0.484943,0.929132,1.6745,0.474472,0.550562,1.15598
0.392688,1.39658,0.903481,1.97998,0.511549,0.898705,2.77706,0.545743,0.53017,1.32772
0.543246,1.29542,0.810888,2.51236,0.544421,0.94401,1.7527,0.521161,0.554838,1.27959
0.191073,1.10644,1.2233,2.42332,0.640069,0.95342,2.17434,0.639718,0.543392,1.49239
0.226241,0.918598,1.18151,1.77554,0.405611,0.70508,1.60386,0.448919,0.522673,1.49296
0.256121,1.18979,1.38883,1.90603,0.493209,0.903496,1.40267,0.495398,0.564773,1.17714
0.377575,1.25226,0.517699,2.72956,0.63377,0.971229,1.25324,0.496194,0.536201,1.38533
0.25777,1.15447,0.672003,2.3564,0.571055,0.960949,2.09496,0.520193,0.561179,1.45697
0.172545,1.13534,0.861756,2.32983,0.514149,0.878286,1.07205,0.598664,0.54761,1.32808
0.0607407,0.823329,1.13333,1.82251,0.538624,0.926249,2.65902,0.522162,0.555995,1.19737
0.0573434,0.735827,1.51674,2.05854,0.455249,0.810874,1.551,0.599714,0.545529,1.39389
0.0374406,0.68998,1.4947,1.89518,0.486574,0.869828,1.14271,0.679007,0.512984,1.46484
0.068856,0.709815,1.65868,3.07454,0.559379,0.849846,2.15185,0.447829,0.599897,1.15035
0.0673528,0.689941,1.72721,2.44912,0.60026,0.918124,1.97293,0.475228,0.520221,1.49774
0.191793,0.987996,1.22247,2.74194,0.57306,0.950058,1.99889,0.580828,0.548539,1.18142
0.23496,1.00902,1.1104,2.15134,0.569305,0.941833,1.80415,0.573759,0.551806,1.3282
-0.0549169,0.720234,1.4282,2.34625,0.56933,0.871196,1.95432,0.547162,0.520381,1.54043
-0.220003,0.528713,1.84889,2.04786,0.552067,0.921068,1.64558,0.691772,0.560565,1.25034
-0.0972481,0.875614,1.597,2.37491,0.476586,0.82849,1.71754,0.664054,0.541425,1.34483
0.00311396,0.945914,1.09433,1.67773,0.609864,0.951404,1.37149,0.506705,0.540008,1.3306
0.035394,0.993569,0.68121,1.50448,0.614573,0.912805,2.18164,0.797719,0.534022,1.47536
0.0490662,0.951552,1.19593,2.70232,0.532559,0.941488,2.01566,0.432272,0.589751,0.848348
0.0418958,1.05024,1.30037,2.82981,0.603239,0.969361,1.94781,0.484563,0.579511,1.03758
0.0926305,1.11897,1.49827,1.88452,0.51488,0.757495,1.88668,0.694462,0.539006,1.45053
0.213443,1.23975,1.28054,1.53414,0.568579,0.942389,1.6059,0.514627,0.537258,1.4377
0.100959,1.10231,1.39037,1.36794,0.586479,0.941108,1.91748,0.528953,0.523418,1.48381
0.174518,1.16902,1.41989,1.58869,0.545991,0.877283,1.56939,0.547722,0.539424,1.43179
0.393588,1.38847,0.732616,2.02483,0.492461,0.9244,1.81867,0.600266,0.54115,1.45295
0.471903,1.38021,0.578306,2.15887,0.487736,0.947358,1.22554,0.714388,0.533061,1.18915
0.198911,1.20925,0.83075,2.02227,0.408858,0.72542,1.85734,0.761797,0.576383,1.19745
0.227026,1.1815,1.04361,2.1419,0.37241,0.693334,1.8997,0.646111,0.581529,1.04916
0.195893,1.10398,1.13655,2.46098,0.53012,0.926931,1.41287,0.649329,0.54276,1.30594
0.560104,1.49804,0.806659,2.82834,0.470039,0.860353,2.04681,0.453783,0.554428,1.11705
0.568361,1.45915,0.598258,1.681,0.486567,0.944532,1.2818,0.524573,0.528517,1.30119
0.555152,1.40136,0.510464,1.86718,0.417234,0.881079,1.71155,0.423487,0.574048,0.913367
0.399789,1.32464,0.476172,2.04788,0.595762,0.88711,2.0682,0.442354,0.543615,1.69799
0.232401,1.06252,0.892607,2.1916,0.608967,0.959334,1.50501,0.588668,0.508247,1.63646
0.196233,0.967005,0.836035,2.16,0.627373,0.972868,2.21144,0.630573,0.505521,1.67159
0.261596,1.0592,0.533052,2.30456,0.530946,0.870571,1.50167,0.598287,0.56164,1.45443
0.287214,1.06528,0.657372,1.59084,0.582669,0.956149,1.90553,0.668547,0.544145,1.39116
0.341976,1.19332,0.897252,2.28644,0.498064,0.927978,1.72615,0.506582,0.559853,1.23762
0.262563,1.05917,0.8557,1.97801,0.532452,0.866194,2.27096,0.587349,0.553805,1.31665
0.407583,1.26555,0.812134,2.67262,0.510713,0.893176,2.29033,0.722879,0.523832,1.37088
0.370807,1.357,0.682445,2.59303,0.502161,0.955456,1.95899,0.547895,0.554052,1.10215
0.258714,1.1452,0.788077,2.01252,0.612438,0.945317,1.47613,0.640265,0.571098,1.16077
0.63319,1.47465,0.261462,1.80874,0.517621,0.802062,1.95452,0.464469,0.526718,1.4667
0.623214,1.45267,0.289365,1.81764,0.487501,0.804323,1.90933,0.475416,0.525012,1.43234
0.553208,1.28604,0.44534,2.71078,0.547706,0.937703,1.80461,0.347325,0.553203,1.2643
0.419788,1.22903,0.748323,2.42573,0.485639,0.806809,2.09623,0.353745,0.508965,1.47411
0.244835,1.09296,0.692702,1.55205,0.459814,0.815603,2.16353,0.648622,0.547802,1.28153
0.229658,1.00936,0.839007,2.15534,0.508382,0.848042,1.43143,0.564247,0.522416,1.59256
0.199213,1.00228,0.934951,2.10168,0.550753,0.892138,1.67912,0.589238,0.527207,1.4716
0.168021,1.09724,1.0028,1.83327,0.524728,0.886862,1.30473,0.501143,0.560498,1.17516
0.361658,1.19594,0.694685,2.47872,0.513063,0.904314,2.14335,0.447887,0.539365,1.31454
0.372241,1.14994,0.659661,2.60467,0.619231,0.899682,1.57195,0.515023,0.55836,1.3631
0.208393,0.992755,0.853862,2.23027,0.565581,0.868915,2.12357,0.511694,0.513841,1.49993
0.211363,0.95976,0.862663,1.92733,0.518065,0.904848,1.94532,0.453977,0.549956,0.965452
0.19878,1.11004,1.3346,2.92678,0.585108,0.92886,2.16638,0.491855,0.540393,1.50205
0.330781,1.29209,1.07604,3.05845,0.509792,0.81941,2.20753,0.493395,0.543444,1.48424
0.352413,1.09383,0.923836,2.02111,0.52847,0.920259,1.52885,0.471668,0.550261,1.30176
0.446311,1.16315,0.847024,2.45635,0.626164,0.960405,2.25285,0.509646,0.531492,1.45862
0.520803,1.21545,0.98071,2.88052,0.45846,0.769383,2.35016,0.529669,0.541158,1.27496
0.452016,1.01143,1.14843,2.16166,0.594929,0.975106,2.1329,0.632595,0.536389,1.40845
0.474622,1.0409,0.694905,2.52973,0.430217,0.762769,1.75663,0.57031,0.553535,1.08151
0.651458,1.20927,0.487484,2.33752,0.668816,0.962162,2.08265,0.482311,0.507939,1.72004
0.756098,1.57092,0.482904,2.78904,0.560378,0.883918,1.78642,0.57682,0.549163,1.14376
0.626977,1.43192,0.378292,1.31682,0.614997,0.949221,2.06204,0.458665,0.519984,1.39871
0.709396,1.48347,0.292858,1.77319,0.489628,0.725551,1.66318,0.450326,0.523575,1.44396
0.730293,1.44957,0.395301,2.18422,0.506105,0.84552,1.37796,0.495293,0.554907,1.29946
0.629935,1.43695,0.512763,2.05085,0.575307,0.870069,1.68878,0.559074,0.528002,1.49958
0.878991,1.6468,0.274256,1.75877,0.467527,0.878659,1.51806,0.566704,0.540212,1.2722
0.844178,1.63299,0.347887,3.03147,0.685304,0.963612,2.42704,0.500149,0.521573,1.43671
0.595779,1.36771,0.884045,1.46164,0.63365,0.972526,2.81149,0.587627,0.539445,1.47409
0.828685,1.67152,0.558009,1.68034,0.607219,0.964693,1.61923,0.672458,0.535919,1.32462
0.692142,1.46044,0.604695,2.70957,0.492169,0.826919,1.97722,0.487874,0.514951,1.50677
0.608373,1.34782,0.781902,1.85398,0.509266,0.793767,1.9134,0.45062,0.532613,1.56836
0.526291,1.27854,0.857198,2.02759,0.459312,0.774764,1.80937,0.485411,0.542188,1.20801
0.374342,0.955587,1.2046,2.92589,0.580315,0.962879,1.82154,0.515107,0.533067,1.32132
0.267848,0.961049,1.20757,2.83281,0.579992,0.951422,1.81291,0.517194,0.514402,1.61516
0.323036,1.49758,0.669599,2.03259,0.429427,0.654565,1.9239,0.713604,0.496197,1.86084
0.493395,1.56946,0.658327,1.79885,0.48952,0.845537,1.54206,0.491985,0.583928,1.09838
0.395646,1.44904,1.00043,1.76562,0.557172,0.877664,1.71505,0.586572,0.519675,1.49996
0.4997,1.28077,0.924944,3.05633,0.550225,0.966122,1.83606,0.479695,0.534521,1.30721
0.361048,1.17293,1.07523,3.20987,0.529571,0.914529,2.51856,0.464735,0.518197,1.46565
0.599776,1.37121,0.194185,2.15913,0.608139,0.986087,1.83512,0.59706,0.523599,1.35855
0.501723,1.159,0.490625,1.91261,0.366763,0.662953,1.43588,0.548361,0.523416,1.24181
0.304153,1.1792,1.04736,2.59684,0.578807,0.986938,1.66314,0.486358,0.549351,1.33797
0.256055,1.14921,1.01885,2.23164,0.454257,0.776359,1.87682,0.416161,0.538727,1.38618
0.352951,1.17185,0.548412,2.09211,0.58383,0.961522,1.44068,0.626552,0.530887,1.25834
0.341496,1.16041,0.615678,2.01694,0.604175,0.93123,1.74758,0.553604,0.524084,1.6025
0.40656,1.16383,0.546381,2.3722,0.603704,0.975748,1.75245,0.548151,0.530597,1.34148
0.430413,1.19477,0.454319,1.96527,0.652543,0.97875,1.5293,0.483948,0.537247,1.50846
0.437419,1.18122,0.485763,2.16059,0.629012,0.978596,1.56711,0.470458,0.547426,1.34896
0.57694,1.2837,0.465482,2.31086,0.557158,0.983706,2.05244,0.545099,0.513622,1.2875
0.3766,0.934867,0.561391,2.29988,0.508301,0.884104,1.72855,0.650069,0.562636,1.08366
0.442231,0.967111,0.537649,2.45168,0.5195,0.820046,1.27194,0.591365,0.513293,1.53241
0.283263,0.985447,1.38235,2.21127,0.589244,0.932462,1.66881,0.45189,0.533129,1.38683
0.25767,0.941911,1.54109,2.21677,0.585423,0.950674,2.17566,0.506132,0.532794,1.34813
0.188592,0.884841,1.52478,1.97252,0.614008,0.971267,1.64383,0.409656,0.549762,1.30095
0.20993,0.83958,1.40506,2.29512,0.580753,0.927599,1.96337,0.591776,0.517206,1.53515
0.268171,1.08123,1.77308,2.82994,0.600993,0.945925,1.77733,0.483529,0.55506,1.36218
0.347128,0.995188,1.31777,2.07789,0.499157,0.804669,1.77795,0.701964,0.537249,1.28874
